Arabic,Tafseer
نَّحْنُ أَعْلَمُ بِمَا يَسْتَمِعُونَ بِهِ إِذْ يَسْتَمِعُونَ إِلَيْكَ وَإِذْ هُمْ نَجْوَىٰ إِذْ يَقُولُ ٱلظَّالِمُونَ إِن تَتَّبِعُونَ إِلاَّ رَجُلاً مَّسْحُوراً,We know best what they listen to the reason for which they listen to it in order to mock it when they listen to you to your recital and when they are in secret counsel holding secret talks among themselves in other words when they talk when idh substitutes for the preceding idh ‘when’ the evildoers say in their secret conversation ‘You are only following a man bewitched one duped his mind overcome’.
ٱنْظُرْ كَيْفَ ضَرَبُواْ لَكَ ٱلأَمْثَالَ فَضَلُّواْ فَلاَ يَسْتَطِيعْونَ سَبِيلاً,God exalted be He says Look how they strike similitudes for you such as your being bewitched a soothsayer or a poet and they go astray thereby from the path of guidance and cannot find a way a path to it!
وَقَالُوۤاْ أَءِذَا كُنَّا عِظَاماً وَرُفَاتاً أَءِنَّا لَمَبْعُوثُونَ خَلْقاً جَدِيداً,And they say in denial of the Resurrection ‘What when we are bones and fragments shall we really be raised up in a new creation?’
قُلْ كُونُواْ حِجَارَةً أَوْ حَدِيداً,Say to them ‘Be stones or iron
أَوْ خَلْقاً مِّمَّا يَكْبُرُ فِي صُدُورِكُمْ فَسَيَقُولُونَ مَن يُعِيدُنَا قُلِ ٱلَّذِي فَطَرَكُمْ أَوَّلَ مَرَّةٍ فَسَيُنْغِضُونَ إِلَيْكَ رُؤُوسَهُمْ وَيَقُولُونَ مَتَىٰ هُوَ قُلْ عَسَىٰ أَن يَكُونَ قَرِيباً,or some creation yet greater in your breasts something yet far less able to accept life aside from bones and fragments a spirit will undoubtedly be made to exist in you to bring you back to life. They will then say ‘Who shall bring us back?’ to life. Say ‘He Who originated you created you the first time when you had not been anything in existence because the One Who is able to initiate creation is also able to repeat it indeed this repetition is easier than the initiation. Then they will shake their heads at you stupefied and they will say mockingly ‘When will it be?’ that is the Resurrection. Say ‘Maybe it is near!’
يَوْمَ يَدْعُوكُمْ فَتَسْتَجِيبُونَ بِحَمْدِهِ وَتَظُنُّونَ إِن لَّبِثْتُمْ إِلاَّ قَلِيلاً,The day He calls you the day He calls out to you from your graves by the tongue of the archangel Isrāfīl you will respond you will answer His call from your graves with His praise by His command — it is also said to mean that you will respond ‘and praise be to Him’ — and you will think that you have remained in this world only a little because of the terror of what you will see on that day.
وَقُل لِّعِبَادِي يَقُولُواْ ٱلَّتِي هِيَ أَحْسَنُ إِنَّ ٱلشَّيْطَانَ يَنزَغُ بَيْنَهُمْ إِنَّ ٱلشَّيْطَانَ كَانَ لِلإِنْسَانِ عَدُوّاً مُّبِيناً,And tell My servants the believers to speak to disbelievers that word which is finer. For Satan indeed incites ill feeling he makes trouble between them and Satan is indeed man’s manifest enemy his enmity is evident. The ‘finer word’ is to say this
رَّبُّكُمْ أَعْلَمُ بِكُمْ إِن يَشَأْ يَرْحَمْكُمْ أَوْ إِن يَشَأْ يُعَذِّبْكُمْ وَمَآ أَرْسَلْنَاكَ عَلَيْهِمْ وَكِيلاً,Your Lord knows you best. If He will He will have mercy on you by way of granting you repentance and faith or if He will for you to be chastised He will chastise you by having you die in disbelief. And We did not send you to be a guardian over them and so compel them to embrace faith — this was revealed before the command to fight them.
وَرَبُّكَ أَعْلَمُ بِمَنْ فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَلَقَدْ فَضَّلْنَا بَعْضَ ٱلنَّبِيِّينَ عَلَىٰ بَعْضٍ وَآتَيْنَا دَاوُودَ زَبُوراً,And your Lord knows best all who are in the heavens and the earth thus endowing them each one with what He will according to the measure of their states. And verily We have preferred some of the prophets above others endowing each of them with a particular merit Moses with being spoken to; Abraham with Friendship; and Muhammad (s) with the Night Journey; and We gave David the Psalms.
قُلِ ٱدْعُواْ ٱلَّذِينَ زَعَمْتُم مِّن دُونِهِ فَلاَ يَمْلِكُونَ كَشْفَ ٱلضُّرِّ عَنْكُمْ وَلاَ تَحْوِيلاً,Say to them ‘Call on those whom you assumed to be gods besides Him such as the angels Jesus and Ezra ‘Uzayr; yet they have no power to rid you of misfortune nor to transfer it to persons other than you.
أُولَـٰئِكَ ٱلَّذِينَ يَدْعُونَ يَبْتَغُونَ إِلَىٰ رَبِّهِمُ ٱلْوَسِيلَةَ أَيُّهُمْ أَقْرَبُ وَيَرْجُونَ رَحْمَتَهُ وَيَخَافُونَ عَذَابَهُ إِنَّ عَذَابَ رَبِّكَ كَانَ مَحْذُوراً,Those whom they call gods they themselves seek a means to their Lord they seek nearness by way of obedience which of them ayyuhum substitutes for the third person indicator wāw of the verb yabtaghūna ‘they seek’ in other words even he seeks it this nearness the one who is nearer to Him so how much more is it sought in the case of others?; and they hope for His mercy and fear His chastisement just like others so how can you call them gods? Truly your Lord’s chastisement is a thing to beware of.
وَإِن مِّن قَرْيَةٍ إِلاَّ نَحْنُ مُهْلِكُوهَا قَبْلَ يَوْمِ ٱلْقِيَامَةِ أَوْ مُعَذِّبُوهَا عَذَاباً شَدِيداً كَانَ ذٰلِك فِي ٱلْكِتَابِ مَسْطُوراً,There is not a town — its inhabitants are the ones meant — but We shall destroy it before the Day of Resurrection through death or chastise it with terrible chastisement by killing its inhabitants or otherwise. That has been inscribed in the Book the Preserved Tablet al-lawh al-mahfūz.
وَمَا مَنَعَنَآ أَن نُّرْسِلَ بِٱلآيَاتِ إِلاَّ أَن كَذَّبَ بِهَا ٱلأَوَّلُونَ وَآتَيْنَا ثَمُودَ ٱلنَّاقَةَ مُبْصِرَةً فَظَلَمُواْ بِهَا وَمَا نُرْسِلُ بِٱلآيَاتِ إِلاَّ تَخْوِيفاً,Nothing prevented Us from sending the signs requested by the people of Mecca except that the ancients denied them when We sent such signs and so We destroyed them if We were to send them to these people of Mecca they would deny them and would thus deserve destruction. However We have judged that they be given respite so that the mission of Muhammad (s) be completed. And We gave Thamūd the she-camel as a sign that was apparent one that was clear and evident but they wronged they disbelieved it and were therefore destroyed. And We do not send signs miracles except for deterrence to servants so that they might believe.
وَإِذْ قُلْنَا لَكَ إِنَّ رَبَّكَ أَحَاطَ بِٱلنَّاسِ وَمَا جَعَلْنَا ٱلرُّءْيَا ٱلَّتِي أَرَيْنَاكَ إِلاَّ فِتْنَةً لِّلنَّاسِ وَٱلشَّجَرَةَ ٱلْمَلْعُونَةَ فِي ٱلقُرْآنِ وَنُخَوِّفُهُمْ فَمَا يَزِيدُهُمْ إِلاَّ طُغْيَاناً كَبِيراً,And remember when We said to you ‘Truly your Lord encompasses mankind’ in knowledge and power over them such that they are within His grasp so deliver the Message to them and do not fear anyone because God will protect you from them. And We did not appoint the vision that We showed you before your very eyes during the Night Journey except as a test for people for the people of Mecca — since they denied it and some of them even apostatised when he the Prophet informed them of it — and likewise the tree cursed in the Qur’ān namely the tree called Zaqqūm Q.3762ff that issues from the very root of the Blazing Fire of Hell; We made it a test for them because they said ‘Fire consumes trees so how can it cause it the Zaqqūm tree to issue forth?’. And We seek to deter them with it but it Our deterrence only increases them in gross insolence.
وَإِذْ قُلْنَا لِلْمَلاۤئِكَةِ ٱسْجُدُواْ لأَدَمَ فَسَجَدُواْ إَلاَّ إِبْلِيسَ قَالَ أَأَسْجُدُ لِمَنْ خَلَقْتَ طِيناً,And mention when We said to the angels ‘Prostrate yourselves before Adam’ a prostration of salutation by inclining oneself and so they all prostrated themselves except Iblīs he said ‘Shall I prostrate myself before one whom You have created from clay?’ tīnan is in the accusative because the operator of the oblique min ‘of’ has been omitted in other words it would normally be min tīnin.
قَالَ أَرَأَيْتَكَ هَـٰذَا ٱلَّذِي كَرَّمْتَ عَلَيَّ لَئِنْ أَخَّرْتَنِ إِلَىٰ يَوْمِ ٱلْقِيَامَةِ لأَحْتَنِكَنَّ ذُرِّيَّتَهُ إِلاَّ قَلِيلاً,Said he ‘Do You see — in other words inform me this one whom You have honoured whom You have preferred above me? by commanding that prostration should be made before him when ‘I am better than him. You created me from fire while him You created from clay’ Q. 712. If la-in the lām is for oaths You defer me to the Day of Resurrection I shall verily eradicate his seed by leading them astray all save a few’ of them of those whom You have given divine protection.
