surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
6,The Cattle,الأنعام,Al-An'am,97,886,وَهُوَ ٱلَّذِى جَعَلَ لَكُمُ ٱلنُّجُومَ لِتَهْتَدُوا۟ بِهَا فِى ظُلُمَٰتِ ٱلْبَرِّ وَٱلْبَحْرِ ۗ قَدْ فَصَّلْنَا ٱلْءَايَٰتِ لِقَوْمٍۢ يَعْلَمُونَ,And He is the One Who has made the stars as your guide through the darkness of land and sea. We have already made the signs clear for people who know.,113,7,2,56,165,6236,Meccan,FALSE,NA,17,"[وَهُوَ,ٱلَّذِى,جَعَلَ,لَكُمُ,ٱلنُّجُومَ,لِتَهْتَدُوا۟,بِهَا,فِى,ظُلُمَٰتِ,ٱلْبَرِّ,وَٱلْبَحْرِ,ۗ,قَدْ,فَصَّلْنَا,ٱلْءَايَٰتِ,لِقَوْمٍۢ,يَعْلَمُونَ]"
6,The Cattle,الأنعام,Al-An'am,98,887,وَهُوَ ٱلَّذِىٓ أَنشَأَكُم مِّن نَّفْسٍۢ وَٰحِدَةٍۢ فَمُسْتَقَرٌّۭ وَمُسْتَوْدَعٌۭ ۗ قَدْ فَصَّلْنَا ٱلْءَايَٰتِ لِقَوْمٍۢ يَفْقَهُونَ,"And He is the One Who originated you all from a single soul, then assigned you a place to live and another to ˹be laid to˺ rest. We have already made the signs clear for people who comprehend.",113,7,2,56,165,6236,Meccan,FALSE,NA,14,"[وَهُوَ,ٱلَّذِىٓ,أَنشَأَكُم,مِّن,نَّفْسٍۢ,وَٰحِدَةٍۢ,فَمُسْتَقَرٌّۭ,وَمُسْتَوْدَعٌۭ,ۗ,قَدْ,فَصَّلْنَا,ٱلْءَايَٰتِ,لِقَوْمٍۢ,يَفْقَهُونَ]"
6,The Cattle,الأنعام,Al-An'am,99,888,وَهُوَ ٱلَّذِىٓ أَنزَلَ مِنَ ٱلسَّمَآءِ مَآءًۭ فَأَخْرَجْنَا بِهِۦ نَبَاتَ كُلِّ شَىْءٍۢ فَأَخْرَجْنَا مِنْهُ خَضِرًۭا نُّخْرِجُ مِنْهُ حَبًّۭا مُّتَرَاكِبًۭا وَمِنَ ٱلنَّخْلِ مِن طَلْعِهَا قِنْوَانٌۭ دَانِيَةٌۭ وَجَنَّٰتٍۢ مِّنْ أَعْنَابٍۢ وَٱلزَّيْتُونَ وَٱلرُّمَّانَ مُشْتَبِهًۭا وَغَيْرَ مُتَشَٰبِهٍ ۗ ٱنظُرُوٓا۟ إِلَىٰ ثَمَرِهِۦٓ إِذَآ أَثْمَرَ وَيَنْعِهِۦٓ ۚ إِنَّ فِى ذَٰلِكُمْ لَءَايَٰتٍۢ لِّقَوْمٍۢ يُؤْمِنُونَ,"And He is the One Who sends down rain from the sky—causing all kinds of plants to grow—producing green stalks from which We bring forth clustered grain. And from palm trees come clusters of dates hanging within reach. ˹There are˺ also gardens of grapevines, olives, and pomegranates, similar ˹in shape˺ but dissimilar ˹in taste˺. Look at their fruit as it yields and ripens! Indeed, in these are signs for people who believe.",113,7,2,56,165,6236,Meccan,FALSE,NA,46,"[وَهُوَ,ٱلَّذِىٓ,أَنزَلَ,مِنَ,ٱلسَّمَآءِ,مَآءًۭ,فَأَخْرَجْنَا,بِهِۦ,نَبَاتَ,كُلِّ,شَىْءٍۢ,فَأَخْرَجْنَا,مِنْهُ,خَضِرًۭا,نُّخْرِجُ,مِنْهُ,حَبًّۭا,مُّتَرَاكِبًۭا,وَمِنَ,ٱلنَّخْلِ,مِن,طَلْعِهَا,قِنْوَانٌۭ,دَانِيَةٌۭ,وَجَنَّٰتٍۢ,مِّنْ,أَعْنَابٍۢ,وَٱلزَّيْتُونَ,وَٱلرُّمَّانَ,مُشْتَبِهًۭا,وَغَيْرَ,مُتَشَٰبِهٍ,ۗ,ٱنظُرُوٓا۟,إِلَىٰ,ثَمَرِهِۦٓ,إِذَآ,أَثْمَرَ,وَيَنْعِهِۦٓ,ۚ,إِنَّ,فِى,ذَٰلِكُمْ,لَءَايَٰتٍۢ,لِّقَوْمٍۢ,يُؤْمِنُونَ]"
6,The Cattle,الأنعام,Al-An'am,100,889,وَجَعَلُوا۟ لِلَّهِ شُرَكَآءَ ٱلْجِنَّ وَخَلَقَهُمْ ۖ وَخَرَقُوا۟ لَهُۥ بَنِينَ وَبَنَٰتٍۭ بِغَيْرِ عِلْمٍۢ ۚ سُبْحَٰنَهُۥ وَتَعَٰلَىٰ عَمَّا يَصِفُونَ,Yet they associate the jinn out of ignorance. Glorified and Exalted is He above what they claim!,113,7,2,56,165,6236,Meccan,FALSE,NA,17,"[وَجَعَلُوا۟,لِلَّهِ,شُرَكَآءَ,ٱلْجِنَّ,وَخَلَقَهُمْ,ۖ,وَخَرَقُوا۟,لَهُۥ,بَنِينَ,وَبَنَٰتٍۭ,بِغَيْرِ,عِلْمٍۢ,ۚ,سُبْحَٰنَهُۥ,وَتَعَٰلَىٰ,عَمَّا,يَصِفُونَ]"
6,The Cattle,الأنعام,Al-An'am,101,890,بَدِيعُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ ۖ أَنَّىٰ يَكُونُ لَهُۥ وَلَدٌۭ وَلَمْ تَكُن لَّهُۥ صَٰحِبَةٌۭ ۖ وَخَلَقَ كُلَّ شَىْءٍۢ ۖ وَهُوَ بِكُلِّ شَىْءٍ عَلِيمٌۭ,˹He is˺ the Originator of the heavens and earth. How could He have children when He has no mate? He created all things and has ˹perfect˺ knowledge of everything.,114,7,2,56,165,6236,Meccan,FALSE,NA,21,"[بَدِيعُ,ٱلسَّمَٰوَٰتِ,وَٱلْأَرْضِ,ۖ,أَنَّىٰ,يَكُونُ,لَهُۥ,وَلَدٌۭ,وَلَمْ,تَكُن,لَّهُۥ,صَٰحِبَةٌۭ,ۖ,وَخَلَقَ,كُلَّ,شَىْءٍۢ,ۖ,وَهُوَ,بِكُلِّ,شَىْءٍ,عَلِيمٌۭ]"
6,The Cattle,الأنعام,Al-An'am,102,891,ذَٰلِكُمُ ٱللَّهُ رَبُّكُمْ ۖ لَآ إِلَٰهَ إِلَّا هُوَ ۖ خَٰلِقُ كُلِّ شَىْءٍۢ فَٱعْبُدُوهُ ۚ وَهُوَ عَلَىٰ كُلِّ شَىْءٍۢ وَكِيلٌۭ,"That is Allah—your Lord! There is no god ˹worthy of worship˺ except Him. ˹He is˺ the Creator of all things, so worship Him ˹alone˺. And He is the Maintainer of everything.",114,7,2,56,165,6236,Meccan,FALSE,NA,19,"[ذَٰلِكُمُ,ٱللَّهُ,رَبُّكُمْ,ۖ,لَآ,إِلَٰهَ,إِلَّا,هُوَ,ۖ,خَٰلِقُ,كُلِّ,شَىْءٍۢ,فَٱعْبُدُوهُ,ۚ,وَهُوَ,عَلَىٰ,كُلِّ,شَىْءٍۢ,وَكِيلٌۭ]"
6,The Cattle,الأنعام,Al-An'am,103,892,لَّا تُدْرِكُهُ ٱلْأَبْصَٰرُ وَهُوَ يُدْرِكُ ٱلْأَبْصَٰرَ ۖ وَهُوَ ٱللَّطِيفُ ٱلْخَبِيرُ,"No vision can encompass Him, but He encompasses all vision. For He is the Most Subtle, All-Aware.",114,7,2,56,165,6236,Meccan,FALSE,NA,10,"[لَّا,تُدْرِكُهُ,ٱلْأَبْصَٰرُ,وَهُوَ,يُدْرِكُ,ٱلْأَبْصَٰرَ,ۖ,وَهُوَ,ٱللَّطِيفُ,ٱلْخَبِيرُ]"
6,The Cattle,الأنعام,Al-An'am,104,893,قَدْ جَآءَكُم بَصَآئِرُ مِن رَّبِّكُمْ ۖ فَمَنْ أَبْصَرَ فَلِنَفْسِهِۦ ۖ وَمَنْ عَمِىَ فَعَلَيْهَا ۚ وَمَآ أَنَا۠ عَلَيْكُم بِحَفِيظٍۢ,"Indeed, there have come to you insights from your Lord. So whoever chooses to see, it is for their own good. But whoever chooses to be blind, it is to their own loss. And I am not a keeper over you.",114,7,2,56,165,6236,Meccan,FALSE,NA,18,"[قَدْ,جَآءَكُم,بَصَآئِرُ,مِن,رَّبِّكُمْ,ۖ,فَمَنْ,أَبْصَرَ,فَلِنَفْسِهِۦ,ۖ,وَمَنْ,عَمِىَ,فَعَلَيْهَا,ۚ,وَمَآ,أَنَا۠,عَلَيْكُم,بِحَفِيظٍۢ]"
6,The Cattle,الأنعام,Al-An'am,105,894,وَكَذَٰلِكَ نُصَرِّفُ ٱلْءَايَٰتِ وَلِيَقُولُوا۟ دَرَسْتَ وَلِنُبَيِّنَهُۥ لِقَوْمٍۢ يَعْلَمُونَ,"And so We vary our signs to the extent that they will say, “You have studied ˹previous scriptures˺,” and We make this ˹Quran˺ clear for people who know.",114,7,2,56,165,6236,Meccan,FALSE,NA,8,"[وَكَذَٰلِكَ,نُصَرِّفُ,ٱلْءَايَٰتِ,وَلِيَقُولُوا۟,دَرَسْتَ,وَلِنُبَيِّنَهُۥ,لِقَوْمٍۢ,يَعْلَمُونَ]"
6,The Cattle,الأنعام,Al-An'am,106,895,ٱتَّبِعْ مَآ أُوحِىَ إِلَيْكَ مِن رَّبِّكَ ۖ لَآ إِلَٰهَ إِلَّا هُوَ ۖ وَأَعْرِضْ عَنِ ٱلْمُشْرِكِينَ,˹O Prophet!˺ Follow what is revealed to you from your Lord—there is no god ˹worthy of worship˺ except Him—and turn away from the polytheists.,114,7,2,56,165,6236,Meccan,FALSE,NA,15,"[ٱتَّبِعْ,مَآ,أُوحِىَ,إِلَيْكَ,مِن,رَّبِّكَ,ۖ,لَآ,إِلَٰهَ,إِلَّا,هُوَ,ۖ,وَأَعْرِضْ,عَنِ,ٱلْمُشْرِكِينَ]"
6,The Cattle,الأنعام,Al-An'am,107,896,وَلَوْ شَآءَ ٱللَّهُ مَآ أَشْرَكُوا۟ ۗ وَمَا جَعَلْنَٰكَ عَلَيْهِمْ حَفِيظًۭا ۖ وَمَآ أَنتَ عَلَيْهِم بِوَكِيلٍۢ,"Had Allah willed, they would not have been polytheists. We have not appointed you as their keeper, nor are you their maintainer.",114,7,2,56,165,6236,Meccan,FALSE,NA,15,"[وَلَوْ,شَآءَ,ٱللَّهُ,مَآ,أَشْرَكُوا۟,ۗ,وَمَا,جَعَلْنَٰكَ,عَلَيْهِمْ,حَفِيظًۭا,ۖ,وَمَآ,أَنتَ,عَلَيْهِم,بِوَكِيلٍۢ]"
6,The Cattle,الأنعام,Al-An'am,108,897,وَلَا تَسُبُّوا۟ ٱلَّذِينَ يَدْعُونَ مِن دُونِ ٱللَّهِ فَيَسُبُّوا۟ ٱللَّهَ عَدْوًۢا بِغَيْرِ عِلْمٍۢ ۗ كَذَٰلِكَ زَيَّنَّا لِكُلِّ أُمَّةٍ عَمَلَهُمْ ثُمَّ إِلَىٰ رَبِّهِم مَّرْجِعُهُمْ فَيُنَبِّئُهُم بِمَا كَانُوا۟ يَعْمَلُونَ,"˹O believers!˺ Do not insult what they invoke besides Allah or they will insult Allah spitefully out of ignorance. This is how We have made each people’s deeds appealing to them. Then to their Lord is their return, and He will inform them of what they used to do.",114,7,2,56,165,6236,Meccan,FALSE,NA,26,"[وَلَا,تَسُبُّوا۟,ٱلَّذِينَ,يَدْعُونَ,مِن,دُونِ,ٱللَّهِ,فَيَسُبُّوا۟,ٱللَّهَ,عَدْوًۢا,بِغَيْرِ,عِلْمٍۢ,ۗ,كَذَٰلِكَ,زَيَّنَّا,لِكُلِّ,أُمَّةٍ,عَمَلَهُمْ,ثُمَّ,إِلَىٰ,رَبِّهِم,مَّرْجِعُهُمْ,فَيُنَبِّئُهُم,بِمَا,كَانُوا۟,يَعْمَلُونَ]"
6,The Cattle,الأنعام,Al-An'am,109,898,وَأَقْسَمُوا۟ بِٱللَّهِ جَهْدَ أَيْمَٰنِهِمْ لَئِن جَآءَتْهُمْ ءَايَةٌۭ لَّيُؤْمِنُنَّ بِهَا ۚ قُلْ إِنَّمَا ٱلْءَايَٰتُ عِندَ ٱللَّهِ ۖ وَمَا يُشْعِرُكُمْ أَنَّهَآ إِذَا جَآءَتْ لَا يُؤْمِنُونَ,"They swear by Allah their most solemn oaths that if a sign were to come to them, they would certainly believe in it. Say, ˹O Prophet,˺ “Signs are only with Allah.” What will make you ˹believers˺ realize that even if a sign were to come to them, they still would not believe?",114,7,2,56,165,6236,Meccan,FALSE,NA,23,"[وَأَقْسَمُوا۟,بِٱللَّهِ,جَهْدَ,أَيْمَٰنِهِمْ,لَئِن,جَآءَتْهُمْ,ءَايَةٌۭ,لَّيُؤْمِنُنَّ,بِهَا,ۚ,قُلْ,إِنَّمَا,ٱلْءَايَٰتُ,عِندَ,ٱللَّهِ,ۖ,وَمَا,يُشْعِرُكُمْ,أَنَّهَآ,إِذَا,جَآءَتْ,لَا,يُؤْمِنُونَ]"
6,The Cattle,الأنعام,Al-An'am,110,899,وَنُقَلِّبُ أَفْـِٔدَتَهُمْ وَأَبْصَٰرَهُمْ كَمَا لَمْ يُؤْمِنُوا۟ بِهِۦٓ أَوَّلَ مَرَّةٍۢ وَنَذَرُهُمْ فِى طُغْيَٰنِهِمْ يَعْمَهُونَ,"We turn their hearts and eyes away ˹from the truth˺ as they refused to believe at first, leaving them to wander blindly in their defiance.",114,7,2,56,165,6236,Meccan,FALSE,NA,13,"[وَنُقَلِّبُ,أَفْـِٔدَتَهُمْ,وَأَبْصَٰرَهُمْ,كَمَا,لَمْ,يُؤْمِنُوا۟,بِهِۦٓ,أَوَّلَ,مَرَّةٍۢ,وَنَذَرُهُمْ,فِى,طُغْيَٰنِهِمْ,يَعْمَهُونَ]"
6,The Cattle,الأنعام,Al-An'am,111,900,۞ وَلَوْ أَنَّنَا نَزَّلْنَآ إِلَيْهِمُ ٱلْمَلَٰٓئِكَةَ وَكَلَّمَهُمُ ٱلْمَوْتَىٰ وَحَشَرْنَا عَلَيْهِمْ كُلَّ شَىْءٍۢ قُبُلًۭا مَّا كَانُوا۟ لِيُؤْمِنُوٓا۟ إِلَّآ أَن يَشَآءَ ٱللَّهُ وَلَٰكِنَّ أَكْثَرَهُمْ يَجْهَلُونَ,"Even if We had sent them the angels, made the dead speak to them, and assembled before their own eyes every sign ˹they demanded˺, they still would not have believed—unless Allah so willed. But most of them are ignorant ˹of this˺.",115,8,2,57,165,6236,Meccan,FALSE,NA,23,"[۞,وَلَوْ,أَنَّنَا,نَزَّلْنَآ,إِلَيْهِمُ,ٱلْمَلَٰٓئِكَةَ,وَكَلَّمَهُمُ,ٱلْمَوْتَىٰ,وَحَشَرْنَا,عَلَيْهِمْ,كُلَّ,شَىْءٍۢ,قُبُلًۭا,مَّا,كَانُوا۟,لِيُؤْمِنُوٓا۟,إِلَّآ,أَن,يَشَآءَ,ٱللَّهُ,وَلَٰكِنَّ,أَكْثَرَهُمْ,يَجْهَلُونَ]"
6,The Cattle,الأنعام,Al-An'am,112,901,وَكَذَٰلِكَ جَعَلْنَا لِكُلِّ نَبِىٍّ عَدُوًّۭا شَيَٰطِينَ ٱلْإِنسِ وَٱلْجِنِّ يُوحِى بَعْضُهُمْ إِلَىٰ بَعْضٍۢ زُخْرُفَ ٱلْقَوْلِ غُرُورًۭا ۚ وَلَوْ شَآءَ رَبُّكَ مَا فَعَلُوهُ ۖ فَذَرْهُمْ وَمَا يَفْتَرُونَ,"And so We have made for every prophet enemies—devilish humans and jinn—whispering to one another with elegant words of deception. Had it been your Lord’s Will, they would not have done such a thing. So leave them and their deceit,",115,8,2,57,165,6236,Meccan,FALSE,NA,25,"[وَكَذَٰلِكَ,جَعَلْنَا,لِكُلِّ,نَبِىٍّ,عَدُوًّۭا,شَيَٰطِينَ,ٱلْإِنسِ,وَٱلْجِنِّ,يُوحِى,بَعْضُهُمْ,إِلَىٰ,بَعْضٍۢ,زُخْرُفَ,ٱلْقَوْلِ,غُرُورًۭا,ۚ,وَلَوْ,شَآءَ,رَبُّكَ,مَا,فَعَلُوهُ,ۖ,فَذَرْهُمْ,وَمَا,يَفْتَرُونَ]"
6,The Cattle,الأنعام,Al-An'am,113,902,وَلِتَصْغَىٰٓ إِلَيْهِ أَفْـِٔدَةُ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْءَاخِرَةِ وَلِيَرْضَوْهُ وَلِيَقْتَرِفُوا۟ مَا هُم مُّقْتَرِفُونَ,"so that the hearts of those who disbelieve in the Hereafter may be receptive to it, be pleased with it, and be persistent in their evil pursuits.",115,8,2,57,165,6236,Meccan,FALSE,NA,12,"[وَلِتَصْغَىٰٓ,إِلَيْهِ,أَفْـِٔدَةُ,ٱلَّذِينَ,لَا,يُؤْمِنُونَ,بِٱلْءَاخِرَةِ,وَلِيَرْضَوْهُ,وَلِيَقْتَرِفُوا۟,مَا,هُم,مُّقْتَرِفُونَ]"
6,The Cattle,الأنعام,Al-An'am,114,903,أَفَغَيْرَ ٱللَّهِ أَبْتَغِى حَكَمًۭا وَهُوَ ٱلَّذِىٓ أَنزَلَ إِلَيْكُمُ ٱلْكِتَٰبَ مُفَصَّلًۭا ۚ وَٱلَّذِينَ ءَاتَيْنَٰهُمُ ٱلْكِتَٰبَ يَعْلَمُونَ أَنَّهُۥ مُنَزَّلٌۭ مِّن رَّبِّكَ بِٱلْحَقِّ ۖ فَلَا تَكُونَنَّ مِنَ ٱلْمُمْتَرِينَ,"˹Say, O  Prophet,˺ “Should I seek a judge other than Allah while He is the One Who has revealed for you the Book ˹with the truth˺ perfectly explained?” Those who were given the Scripture know that it has been revealed ˹to you˺ from your Lord in truth. So do not be one of those who doubt.",115,8,2,57,165,6236,Meccan,FALSE,NA,25,"[أَفَغَيْرَ,ٱللَّهِ,أَبْتَغِى,حَكَمًۭا,وَهُوَ,ٱلَّذِىٓ,أَنزَلَ,إِلَيْكُمُ,ٱلْكِتَٰبَ,مُفَصَّلًۭا,ۚ,وَٱلَّذِينَ,ءَاتَيْنَٰهُمُ,ٱلْكِتَٰبَ,يَعْلَمُونَ,أَنَّهُۥ,مُنَزَّلٌۭ,مِّن,رَّبِّكَ,بِٱلْحَقِّ,ۖ,فَلَا,تَكُونَنَّ,مِنَ,ٱلْمُمْتَرِينَ]"
6,The Cattle,الأنعام,Al-An'am,115,904,وَتَمَّتْ كَلِمَتُ رَبِّكَ صِدْقًۭا وَعَدْلًۭا ۚ لَّا مُبَدِّلَ لِكَلِمَٰتِهِۦ ۚ وَهُوَ ٱلسَّمِيعُ ٱلْعَلِيمُ,"The Word of your Lord has been perfected in truth and justice. None can change His Words. And He is the All-Hearing, All- Knowing.",115,8,2,57,165,6236,Meccan,FALSE,NA,13,"[وَتَمَّتْ,كَلِمَتُ,رَبِّكَ,صِدْقًۭا,وَعَدْلًۭا,ۚ,لَّا,مُبَدِّلَ,لِكَلِمَٰتِهِۦ,ۚ,وَهُوَ,ٱلسَّمِيعُ,ٱلْعَلِيمُ]"
6,The Cattle,الأنعام,Al-An'am,116,905,وَإِن تُطِعْ أَكْثَرَ مَن فِى ٱلْأَرْضِ يُضِلُّوكَ عَن سَبِيلِ ٱللَّهِ ۚ إِن يَتَّبِعُونَ إِلَّا ٱلظَّنَّ وَإِنْ هُمْ إِلَّا يَخْرُصُونَ,"˹O Prophet!˺ If you were to obey most of those on earth, they would lead you away from Allah’s Way. They follow nothing but assumptions and do nothing but lie.",115,8,2,57,165,6236,Meccan,FALSE,NA,19,"[وَإِن,تُطِعْ,أَكْثَرَ,مَن,فِى,ٱلْأَرْضِ,يُضِلُّوكَ,عَن,سَبِيلِ,ٱللَّهِ,ۚ,إِن,يَتَّبِعُونَ,إِلَّا,ٱلظَّنَّ,وَإِنْ,هُمْ,إِلَّا,يَخْرُصُونَ]"
6,The Cattle,الأنعام,Al-An'am,117,906,إِنَّ رَبَّكَ هُوَ أَعْلَمُ مَن يَضِلُّ عَن سَبِيلِهِۦ ۖ وَهُوَ أَعْلَمُ بِٱلْمُهْتَدِينَ,"Indeed, your Lord knows best who has strayed from His Way and who is ˹rightly˺ guided.",115,8,2,57,165,6236,Meccan,FALSE,NA,12,"[إِنَّ,رَبَّكَ,هُوَ,أَعْلَمُ,مَن,يَضِلُّ,عَن,سَبِيلِهِۦ,ۖ,وَهُوَ,أَعْلَمُ,بِٱلْمُهْتَدِينَ]"
6,The Cattle,الأنعام,Al-An'am,118,907,فَكُلُوا۟ مِمَّا ذُكِرَ ٱسْمُ ٱللَّهِ عَلَيْهِ إِن كُنتُم بِـَٔايَٰتِهِۦ مُؤْمِنِينَ,So eat only of what is slaughtered in Allah’s Name if you truly believe in His revelations.,115,8,2,57,165,6236,Meccan,FALSE,NA,10,"[فَكُلُوا۟,مِمَّا,ذُكِرَ,ٱسْمُ,ٱللَّهِ,عَلَيْهِ,إِن,كُنتُم,بِـَٔايَٰتِهِۦ,مُؤْمِنِينَ]"
6,The Cattle,الأنعام,Al-An'am,119,908,وَمَا لَكُمْ أَلَّا تَأْكُلُوا۟ مِمَّا ذُكِرَ ٱسْمُ ٱللَّهِ عَلَيْهِ وَقَدْ فَصَّلَ لَكُم مَّا حَرَّمَ عَلَيْكُمْ إِلَّا مَا ٱضْطُرِرْتُمْ إِلَيْهِ ۗ وَإِنَّ كَثِيرًۭا لَّيُضِلُّونَ بِأَهْوَآئِهِم بِغَيْرِ عِلْمٍ ۗ إِنَّ رَبَّكَ هُوَ أَعْلَمُ بِٱلْمُعْتَدِينَ,Why should you not eat of what is slaughtered in Allah’s Name when He has already explained to you what He has forbidden to you—except when compelled by necessity? Many ˹deviants˺ certainly mislead others by their whims out of ignorance. Surely your Lord knows the transgressors best.,115,8,2,57,165,6236,Meccan,FALSE,NA,32,"[وَمَا,لَكُمْ,أَلَّا,تَأْكُلُوا۟,مِمَّا,ذُكِرَ,ٱسْمُ,ٱللَّهِ,عَلَيْهِ,وَقَدْ,فَصَّلَ,لَكُم,مَّا,حَرَّمَ,عَلَيْكُمْ,إِلَّا,مَا,ٱضْطُرِرْتُمْ,إِلَيْهِ,ۗ,وَإِنَّ,كَثِيرًۭا,لَّيُضِلُّونَ,بِأَهْوَآئِهِم,بِغَيْرِ,عِلْمٍ,ۗ,إِنَّ,رَبَّكَ,هُوَ,أَعْلَمُ,بِٱلْمُعْتَدِينَ]"
