,lemma,buckwalter,frequency,part_of_speech
3036,كُبَّار,kub~aAr,1,Adjective
3037,كَبَد,kabad,1,Noun
3038,كُبَرَآء,kubaraA^',1,Noun
3039,كُبْرَىٰ,kuboraY`,1,Noun
3040,كِتَٰبِى,kita`biY,1,Noun
3041,كَثِيب,kaviyb,1,Noun
3042,كَدْح,kadoH,1,Noun
3043,كَسَاد,kasaAd,1,Noun
3044,كِسْف,kisof,1,Noun
3045,كَشْف,ka$of,1,Noun
3046,كَعْبَيْن,kaEobayon,1,Noun
3047,كِفَات,kifaAt,1,Noun
3048,كَفَّار,kaf~aAr,1,Noun
3049,كُفْرَان,kuforaAn,1,Noun
3050,كُفُو,kufuw,1,Noun
3051,كَفِيل,kafiyl,1,Noun
3052,كُلّ,kul~,1,Time adverb
3053,كَلّ,kal~,1,Noun
3054,كِلَا,kilaA,1,Noun
3055,كِلْتَا,kilotaA,1,Noun
3056,كَم,kam,1,Noun
3057,كُنَّس,kun~as,1,Adjective
3058,كَنُود,kanuwd,1,Noun
3059,كَوَاعِب,kawaAEib,1,Noun
3060,كَوَافِر,kawaAfir,1,Noun
3061,كَوْثَر,kawovar,1,Noun
3062,لَآئِم,laA^}im,1,Noun
3063,لَّٰبِثِين,l~a`biviyn,1,Noun
3064,لَّازِب,l~aAzib,1,Noun
3065,لَّٰعِنُون,l~a`Einuwn,1,Noun
3066,لَٰغِيَة,la`giyap,1,Noun
3067,لَٰقِي,la`qiy,1,Noun
3068,لَاهِيَة,laAhiyap,1,Noun
3069,لِبَد,libad,1,Noun
3070,لُّبَد,l~ubad,1,Adjective
3071,لَبْس,labos,1,Noun
3072,لَبُوس,labuws,1,Noun
3073,لُّجِّىّ,l~uj~iY~,1,Adjective
3074,لُجَّة,luj~ap,1,Noun
3075,لَحْن,laHon,1,Noun
3076,لِحْيَت,liHoyat,1,Noun
3077,لُّدّ,l~ud~,1,Adjective
3078,لَّدُن,l~adun,1,Time adverb
3079,لَظَىٰ,laZaY`,1,Proper noun
3080,لَعْن,laEon,1,Noun
3081,لَفِيف,lafiyf,1,Noun
3082,لَّمّ,l~am~,1,Adjective
3083,لَّمَّا,l~am~aA,1,Negative particle
3084,لُّمَزَة,l~umazap,1,Noun
3085,لَّمَم,l~amam,1,Noun
3086,لَوَّاحَة,law~aAHap,1,Noun
3087,لِوَاذ,liwaA*,1,Noun
3088,لَوَٰقِح,lawa`qiH,1,Noun
3089,لَّوَّامَة,l~aw~aAmap,1,Adjective
3090,لَوْمَة,lawomap,1,Noun
3091,لَيّ,lay~,1,Noun
3092,لَيْلَة,layolap,1,Time adverb
3093,لَّيِّن,l~ay~in,1,Adjective
3094,لِّينَة,l~iynap,1,Noun
3095,مَأْتِيٌّ,ma>otiy~N,1,Noun
3096,مَّارِج,m~aArij,1,Noun
3097,مَّارِد,m~aArid,1,Noun
3098,مَٰرُوت,ma`ruwt,1,Proper noun
3099,مَاعُون,maAEuwn,1,Noun
3100,مَّأْكُول,m~a>okuwl,1,Adjective
3101,مَٰلِك,ma`lik2,1,Proper noun
3102,مَأْمَن,ma>oman,1,Noun
3103,مَأْمُون,ma>omuwn,1,Noun
3104,مَّانِعَت,m~aAniEat,1,Noun
3105,مَٰهِدُون,ma`hiduwn,1,Noun
3106,مُّبَٰرَكَة,m~uba`rakap,1,Adjective
3107,مَبْثُوث,mabovuwv,1,Adjective
3108,مَبْثُوثَة,mabovuwvap,1,Adjective
3109,مُبْدِي,mubodiy,1,Noun
3110,مُبَذِّرِين,muba*~iriyn,1,Noun
3111,مُبْرِمُون,muborimuwn,1,Noun
3112,مُبَرَّءُون,mubar~a'uwn,1,Noun
3113,مَبْسُوطَتَان,mabosuwTataAn,1,Noun
3114,مُبَشِّرَٰت,muba$~ira`t,1,Noun
3115,مُبْعَدُون,muboEaduwn,1,Noun
3116,مَبْلَغ,mabolag,1,Noun
3117,مَّبْنِيَّة,m~aboniy~ap,1,Noun
3118,مُبَوَّأ,mubaw~a>,1,Noun
3119,مُّبَيِّنَٰت,m~ubay~ina`t,1,Noun
3120,مُّبَيِّنَة,m~ubay~inap,1,Noun
3121,مُتَبَّر,mutab~ar,1,Noun
3122,مُتَبَرِّجَٰت,mutabar~ija`t,1,Noun
3123,مُتَجَانِف,mutajaAnif,1,Noun
3124,مُّتَجَٰوِرَٰت,m~utaja`wira`t,1,Noun
3125,مُتَحَرِّف,mutaHar~if,1,Noun
3126,مُتَحَيِّز,mutaHay~iz,1,Noun
3127,مُّتَرَاكِب,m~utaraAkib,1,Adjective
3128,مَتْرَبَة,matorabap,1,Noun
3129,مُتَرَدِّيَة,mutarad~iyap,1,Noun
3130,مُتَشَٰبِه,muta$a`bih,1,Adjective
3131,مُتَشَٰكِسُون,muta$a`kisuwn,1,Noun
3132,مُّتَصَدِّع,m~utaSad~iE,1,Noun
3133,مُتَصَدِّقَٰت,mutaSad~iqa`t,1,Noun
3134,مُتَطَهِّرِين,mutaTah~iriyn,1,Noun
3135,مُتَعَال,mutaEaAl,1,Noun
3136,مُّتَفَرِّقُون,m~utafar~iquwn,1,Noun
3137,مُّتَفَرِّقَة,m~utafar~iqap,1,Noun
3138,مُتَقَلَّب,mutaqal~ab,1,Noun
3139,مُتَكَبِّر,mutakab~ir,1,Adjective
3140,مُتَكَلِّفِين,mutakal~ifiyn,1,Noun
3141,مُتَّكَـٔ,mut~aka_#,1,Noun
3142,مُتَلَقِّيَان,mutalaq~iyaAn,1,Noun
3143,مُتِمّ,mutim~,1,Noun
3144,مُتَنَٰفِسُون,mutana`fisuwn,1,Noun
3145,مُتَوَسِّمِين,mutawas~imiyn,1,Noun
3146,مُتَوَفِّي,mutawaf~iy,1,Noun
3147,مَتِين,matiyn,1,Adjective
3148,مَثَابَة,mavaAbap,1,Noun
3149,مَثْبُور,mavobuwr,1,Noun
3150,مُثْقَلَة,muvoqalap,1,Noun
3151,مَثَل,maval,1,Adjective
3152,مَثُلَٰت,mavula`t,1,Noun
3153,مُثْلَىٰ,muvolaY`,1,Adjective
3154,مَجَٰلِس,maja`lis,1,Noun
3155,مُّجْتَمِعُون,m~ujotamiEuwn,1,Noun
3156,مَجْذُوذ,majo*uw*,1,Noun
3157,مَجْرىٰ,majorY`,1,Noun
3158,مَجُوس,majuws,1,Proper noun
3159,مَّحَٰرِيب,m~aHa`riyb,1,Noun
3160,مِحَال,miHaAl,1,Noun
3161,مَحَبَّة,maHab~ap,1,Noun
3162,مُّحْتَضَر,m~uHotaDar,1,Noun
3163,مُحْتَظِر,muHotaZir,1,Noun
3164,مَحْجُوبُون,maHojuwbuwn,1,Noun
3165,مَحْذُور,maHo*uwr,1,Noun
3166,مُحَرَّر,muHar~ar,1,Noun
3167,مُحَرَّمَة,muHar~amap,1,Noun
3168,مُحْسِنَٰت,muHosina`t,1,Noun
3169,مَّحْسُور,m~aHosuwr,1,Noun
3170,مَحْشُورَة,maHo$uwrap,1,Noun
3171,مُّحَصَّنَة,m~uHaS~anap,1,Adjective
3172,مَحْظُور,maHoZuwr,1,Noun
3173,مَّحْفُوظ,m~aHofuwZ,1,Noun
3174,مَّحْفُوظ,m~aHofuwZ,1,Adjective
3175,مُّحْكَمَٰت,m~uHokama`t,1,Adjective
3176,مُّحْكَمَة,m~uHokamap,1,Noun
3177,مُحَلِّقِين,muHal~iqiyn,1,Noun
3178,مُحِلِّى,muHil~iY,1,Noun
3179,مَّحْمُود,m~aHomuwd,1,Noun
3180,مَخَاض,maxaAD,1,Noun
3181,مُخْبِتِين,muxobitiyn,1,Noun
3182,مُخْتَال,muxotaAl,1,Noun
3183,مَّخْتُوم,m~axotuwm,1,Adjective
3184,مَّخْذُول,m~axo*uwl,1,Noun
3185,مَخْرَج,maxoraj,1,Noun
3186,مُخْزِى,muxoziY,1,Noun
3187,مُخْسِرِين,muxosiriyn,1,Noun
3188,مُخْضَرَّة,muxoDar~ap,1,Noun
3189,مَّخْضُود,m~axoDuwd,1,Adjective
3190,مُّخَلَّدُون,m~uxal~aduwn,1,Noun
3191,مُّخَلَّدُون,m~uxal~aduwn,1,Adjective
3192,مُخْلَص,muxolaS,1,Noun
3193,مُخْلِف,muxolif,1,Noun
3194,مِدَاد,midaAd,1,Noun
3195,مُدَبِّرَٰت,mudab~ira`t,1,Noun
3196,مُدَّت,mud~at,1,Noun
3197,مُدَّثِّر,mud~av~ir,1,Noun
3198,مُدْحَضِين,mudoHaDiyn,1,Noun
3199,مُدَّخَل,mud~axal,1,Noun
3200,مَدَد,madad,1,Noun
3201,مُدْرَكُون,mudorakuwn,1,Noun
3202,مُدْهَآمَّتَان,mudohaA^m~ataAn,1,Noun
3203,مُّدْهِنُون,m~udohinuwn,1,Noun
3204,مُّذَبْذَبِين,m~u*abo*abiyn,1,Noun
3205,مُذْعِنِين,mu*oEiniyn,1,Noun
3206,مُذَكِّر,mu*ak~ir,1,Noun
3207,مَّذْكُور,m~a*okuwr,1,Adjective
3208,مَذْءُوم,ma*o'uwm,1,Noun
3209,مَرّ,mar~,1,Noun
3210,مِرَآء,miraA^',1,Noun
3211,مَرَّٰت,mar~a`t,1,Noun
3212,مَرَاضِع,maraADiE,1,Noun
3213,مُرَٰغَم,mura`gam,1,Noun
3214,مَرَافِق,maraAfiq,1,Noun
3215,مُّرْتَاب,m~urotaAb,1,Adjective
3216,مُّرْتَقِبُون,m~urotaqibuwn,1,Noun
3217,مُرْجِفُون,murojifuwn,1,Noun
3218,مَرْجُوّ,marojuw~,1,Noun
3219,مَرْجُومِين,marojuwmiyn,1,Noun
3220,مُرْجَوْن,murojawon,1,Noun
3221,مَرْحَمَة,maroHamap,1,Noun
3222,مُرْدِفِين,murodifiyn,1,Noun
3223,مُّرْسَل,m~urosal,1,Adjective
3224,مُرْسَلَٰت,murosala`t,1,Noun
3225,مُرْسِلَة,murosilap,1,Noun
3226,مُّرْشِد,m~uro$id,1,Adjective
3227,مَرْصَد,maroSad,1,Noun
3228,مَّرْصُوص,m~aroSuwS,1,Adjective
3229,مُرْضِعَة,muroDiEap,1,Noun
3230,مَرْضِيّ,maroDiy~,1,Noun
3231,مَّرْضِيَّة,m~aroDiy~ap,1,Noun
3232,مِّرْفَق,m~irofaq,1,Noun
3233,مَرْفُود,marofuwd,1,Noun
3234,مَرْفُوع,marofuwE,1,Noun
3235,مَّرْفُوعَة,m~arofuwEap,1,Noun
3236,مَّرْقَد,m~aroqad,1,Noun
3237,مَّرْكُوم,m~arokuwm,1,Noun
3238,مَرْوَة,marowap,1,Proper noun
3239,مَّرِيج,m~ariyj,1,Adjective
3240,مَّرِيٓـٔ,m~ariy^_#,1,Adjective
3241,مِرَّة,mir~ap,1,Noun
3242,مُّزْجَىٰة,m~uzojaY`p,1,Noun
3243,مُزَحْزِح,muzaHoziH,1,Noun
3244,مُزْدَجَر,muzodajar,1,Noun
3245,مُزَّمِّل,muz~am~il,1,Noun
3246,مُزْن,muzon,1,Noun
3247,مِسَاس,misaAs,1,Imperative verbal noun
3248,مُسَٰفِحَٰت,musa`fiHa`t,1,Noun
3249,مَسَاق,masaAq,1,Noun
3250,مُّسْتَبْشِرَة,m~usotabo$irap,1,Noun
3251,مُسْتَبْصِرِين,musotaboSiriyn,1,Noun
3252,مُسْتَبِين,musotabiyn,1,Adjective
3253,مُسْتَخْف,musotaxof,1,Noun
3254,مُّسْتَخْلَفِين,m~usotaxolafiyn,1,Noun
3255,مُسْتَسْلِمُون,musotasolimuwn,1,Noun
3256,مُّسْتَضْعَفُون,m~usotaDoEafuwn,1,Adjective
3257,مُّسْتَطَر,m~usotaTar,1,Noun
3258,مُسْتَطِير,musotaTiyr,1,Noun
3259,مُسْتَغْفِرِين,musotagofiriyn,1,Noun
3260,مُّسْتَقْبِل,m~usotaqobil,1,Noun
3261,مُسْتَقْدِمِين,musotaqodimiyn,1,Noun
3262,مُسْتَمْسِكُون,musotamosikuwn,1,Noun
3263,مُّسْتَنفِرَة,m~usotanfirap,1,Adjective
3264,مَّسْتُور,m~asotuwr,1,Noun
3265,مُسْتَيْقِنِين,musotayoqiniyn,1,Noun
3266,مُسْتَـْٔخِرِين,musota_#oxiriyn,1,Noun
3267,مُسْتَـْٔنِسِين,musota_#onisiyn,1,Noun
3268,مَسْجُور,masojuwr,1,Noun
3269,مَسْجُونِين,masojuwniyn,1,Noun
3270,مَسْح,masoH,1,Noun
3271,مُسَخَّر,musax~ar,1,Adjective
3272,مَّسَد,m~asad,1,Noun
3273,مَسْغَبَة,masogabap,1,Noun
3274,مُّسْفِرَة,m~usofirap,1,Noun
3275,مَّسْفُوح,m~asofuwH,1,Adjective
3276,مِسْك,misok,1,Noun
3277,مَّسْكُوب,m~asokuwb,1,Noun
3278,مَسْكُونَة,masokuwnap,1,Noun
3279,مِسْكِين,misokiyn,1,Adjective
3280,مُسْلِم,musolim,1,Adjective
3281,مُسْلِمَٰت,musolima`t,1,Noun
3282,مُسْلِمَٰت,musolima`t,1,Adjective
3283,مُّسْلِمَة,m~usolimap,1,Adjective
3284,مُسْمَع,musomaE,1,Noun
3285,مُسْمِع,musomiE,1,Noun
3286,مُّسَنَّدَة,m~usan~adap,1,Adjective
3287,مُّسْوَدَّة,m~usowad~ap,1,Adjective
3288,مُسَوِّمِين,musaw~imiyn,1,Noun
3289,مُّسَوَّمَة,m~usaw~amap,1,Adjective
3290,مُسِىٓء,musiY^',1,Noun
3291,مَّشَّآء,m~a$~aA^',1,Adjective
3292,مُشْتَبِه,mu$otabih,1,Noun
3293,مَشْعَر,ma$oEar,1,Noun
3294,مِشْكَوٰة,mi$okaw`p,1,Noun
3295,مَّشْهَد,m~a$ohad,1,Noun
3296,مَشْي,ma$oy,1,Noun
3297,مَّشِيد,m~a$iyd,1,Noun
3298,مُّشَيَّدَة,m~u$ay~adap,1,Noun
3299,مَصَانِع,maSaAniE,1,Noun
3300,مُصَّدِّقَٰت,muS~ad~iqa`t,1,Noun
3301,مُصَّدِّقِين,muS~ad~iqiyn,1,Noun
3302,مِصْر,miSor,1,Noun
3303,مَصْرِف,maSorif,1,Noun
3304,مَصْرُوف,maSoruwf,1,Noun
3305,مُصْطَفَيْن,muSoTafayon,1,Noun
3306,مَصْفُوفَة,maSofuwfap,1,Noun
3307,مَصْفُوفَة,maSofuwfap,1,Adjective
3308,مُّصَفًّى,m~uSaf~FY,1,Noun
3309,مُصَلًّى,muSal~FY,1,Noun
3310,مُصَوِّر,muSaw~ir,1,Adjective
3311,مُصِيب,muSiyb,1,Noun
3312,مُضَآرّ,muDaA^r~,1,Noun
3313,مُّضَٰعَفَة,m~uDa`Eafap,1,Adjective
3314,مُضْطَرّ,muDoTar~,1,Noun
3315,مُضْعِفُون,muDoEifuwn,1,Noun
3316,مُضِيّ,muDiy~,1,Noun
3317,مُّطَاع,m~uTaAE,1,Adjective
3318,مُطَفِّفِين,muTaf~ifiyn,1,Noun
3319,مَطْلَع,maTolaE,1,Noun
3320,مَطْلِع,maToliE,1,Noun
3321,مُّطَّلِعُون,m~uT~aliEuwn,1,Noun
3322,مَطْلُوب,maToluwb,1,Noun
3323,مُّطْمَئِنَّة,m~uToma}in~ap,1,Noun
3324,مُّطْمَئِنَّة,m~uToma}in~ap,1,Adjective
3325,مُطَهِّر,muTah~ir,1,Noun
3326,مُطَهَّرُون,muTah~aruwn,1,Noun
3327,مُطَّهِّرِين,muT~ah~iriyn,1,Noun
3328,مُطَّوِّعِين,muT~aw~iEiyn,1,Noun
3329,مَطْوِيَّٰت,maTowiy~a`t,1,Noun
3330,مَظْلُوم,maZoluwm,1,Noun
3331,مَعَاد,maEaAd,1,Noun
3332,مَعَاذِير,maEaA*iyr,1,Noun
3333,مَعَاش,maEaA$,1,Noun
3334,مُعْتَبِين,muEotabiyn,1,Noun
3335,مُعْتَد,muEotad,1,Adjective
3336,مُعْتَرّ,muEotar~,1,Noun
3337,مَّعْدُود,m~aEoduwd,1,Noun
3338,مَّعْدُودَة,m~aEoduwdap,1,Noun
3339,مُعَذِّرُون,muEa*~iruwn,1,Noun
3340,مَّعْرُوشَٰت,m~aEoruw$a`t,1,Adjective
3341,مَّعْرُوشَٰت,m~aEoruw$a`t,1,Noun
3342,مَّعْرُوفَة,m~aEoruwfap,1,Noun
3343,مَّعَرَّة,m~aEar~ap,1,Noun
3344,مَعْز,maEoz,1,Noun
3345,مَعْزِل,maEozil,1,Noun
3346,مَعْزُولُون,maEozuwluwn,1,Noun
3347,مِعْشَار,miEo$aAr,1,Noun
3348,مُعْصِرَٰت,muEoSira`t,1,Noun
3349,مُّعَطَّلَة,m~uEaT~alap,1,Noun
3350,مُعَقِّب,muEaq~ib,1,Noun
3351,مُعَقِّبَٰت,muEaq~iba`t,1,Noun
3352,مَعْكُوف,maEokuwf,1,Noun
3353,مُعَلَّقَة,muEal~aqap,1,Noun
3354,مُعَلَّم,muEal~am,1,Noun
3355,مُّعَمَّر,m~uEam~ar,1,Noun
3356,مَعْمُور,maEomuwr,1,Noun
3357,مُعَوِّقِين,muEaw~iqiyn,1,Noun
3358,مَّعِين,m~aEiyn,1,Adjective
3359,مَغَٰرَٰت,maga`ra`t,1,Noun
3360,مُغَٰضِب,muga`Dib,1,Noun
3361,مُغْتَسَل,mugotasal,1,Noun
3362,مُغْرَمُون,mugoramuwn,1,Noun
3363,مَغْشِىّ,mago$iY~,1,Noun
3364,مَغْضُوب,magoDuwb,1,Noun
3365,مَغْلُوب,magoluwb,1,Noun
3366,مُغَيِّر,mugay~ir,1,Noun
3367,مُغِيرَٰت,mugiyra`t,1,Noun
3368,مَفَاز,mafaAz,1,Noun
3369,مُّفَتَّحَة,m~ufat~aHap,1,Noun
3370,مُفْتَر,mufotar,1,Noun
3371,مُفْتَرَيَٰت,mufotaraya`t,1,Noun
3372,مَفْتُون,mafotuwn,1,Noun
3373,مَفَرّ,mafar~,1,Noun
3374,مُّفْرَطُون,m~uforaTuwn,1,Noun
3375,مُفَصَّل,mufaS~al,1,Noun
3376,مُّفَصَّلَٰت,m~ufaS~ala`t,1,Adjective
3377,مَقَابِر,maqaAbir,1,Noun
3378,مَّقَٰمِع,m~aqa`miE,1,Noun
3379,مُقَامَة,muqaAmap,1,Noun
3380,مَقْبُوحِين,maqobuwHiyn,1,Noun
3381,مَّقْبُوضَة,m~aqobuwDap,1,Adjective
3382,مُّقْتَحِم,m~uqotaHim,1,Noun
3383,مُّقْتَدُون,m~uqotaduwn,1,Noun
3384,مُقْتِر,muqotir,1,Noun
3385,مُّقْتَرِفُون,m~uqotarifuwn,1,Noun
3386,مُقْتَرِنِين,muqotariniyn,1,Noun
3387,مُقْتَسِمِين,muqotasimiyn,1,Noun
3388,مُّقْتَصِدَة,m~uqotaSidap,1,Adjective
3389,مُقَدَّسَة,muqad~asap,1,Adjective
3390,مَّقْدُور,m~aqoduwr,1,Noun
3391,مُقَرَّبُون,muqar~abuwn,1,Adjective
3392,مَقْرَبَة,maqorabap,1,Noun
3393,مُقْرِنِين,muqoriniyn,1,Noun
3394,مُّقَرَّنِين,m~uqar~aniyn,1,Adjective
3395,مُقَسِّمَٰت,muqas~ima`t,1,Noun
3396,مَّقْسُوم,m~aqosuwm,1,Noun
3397,مُقَصِّرِين,muqaS~iriyn,1,Noun
3398,مَّقْصُورَٰت,m~aqoSuwra`t,1,Noun
3399,مَقْطُوع,maqoTuwE,1,Noun
3400,مَقْطُوعَة,maqoTuwEap,1,Noun
3401,مُّقْمَحُون,m~uqomaHuwn,1,Noun
3402,مُقَنطَرَة,muqanTarap,1,Adjective
3403,مُقْنِعِى,muqoniEiY,1,Noun
3404,مُقْوِين,muqowiyn,1,Noun
3405,مُّقِيت,m~uqiyt,1,Noun
3406,مَقِيل,maqiyl,1,Noun
3407,مُكَآء,mukaA^',1,Noun
3408,مُكِبّ,mukib~,1,Noun
3409,مَكْتُوب,makotuwb,1,Noun
3410,مُكْث,mukov,1,Noun
3411,مَكْذُوب,mako*uwb,1,Noun
3412,مُّكْرِم,m~ukorim,1,Noun
3413,مُّكْرَمُون,m~ukoramuwn,1,Adjective
3414,مُّكَرَّمَة,m~ukar~amap,1,Adjective
3415,مَكْرُوه,makoruwh,1,Noun
3416,مَكْظُوم,makoZuwm,1,Noun
3417,مُكَلِّبِين,mukal~ibiyn,1,Noun
3418,مَّكْنُون,m~akonuwn,1,Adjective
3419,مَكِيدُون,makiyduwn,1,Noun
3420,مَّكِين,m~akiyn,1,Noun
3421,مَكَّة,mak~ap,1,Proper noun
3422,مُلَٰق,mula`q,1,Noun
3423,مَّلْعُونِين,m~aloEuwniyn,1,Noun
3424,مَلْعُونَة,maloEuwnap,1,Noun
3425,مُلْقِيَٰت,muloqiya`t,1,Noun
3426,مَلْك,malok,1,Noun
3427,مَلِيّ,maliy~,1,Noun
3428,مَلِيك,maliyk,1,Noun
3429,مِّلْء,m~ilo',1,Noun
3430,مُمِدّ,mumid~,1,Noun
3431,مُّمَدَّدَة,m~umad~adap,1,Adjective
3432,مُّمَرَّد,m~umar~ad,1,Noun
3433,مُمْسِك,mumosik,1,Noun
3434,مُمْسِكَٰت,mumosika`t,1,Noun
3435,مُّمْطِر,m~umoTir,1,Noun
3436,مَّمْلُوك,m~amoluwk,1,Noun
3437,مَمْنُوعَة,mamonuwEap,1,Noun
3438,مُنَاد,munaAd,1,Noun
3439,مُنَادِي,munaAdiy,1,Noun
3440,مَنَاص,manaAS,1,Noun
3441,مَنَاكِب,manaAkib,1,Noun
3442,مُّنبَثّ,m~unbav~,1,Adjective
3443,مُّنتَشِر,m~unta$ir,1,Adjective
3444,مُّنتَهُون,m~untahuwn,1,Noun
3445,مَّنثُور,m~anvuwr,1,Noun
3446,مَّنثُور,m~anvuwr,1,Adjective
3447,مُنْخَنِقَة,munoxaniqap,1,Noun
3448,مُنَزِّل,munaz~il,1,Noun
3449,مُنَزَّل,munaz~al,1,Noun
3450,مِنسَأَت,minsa>at,1,Noun
3451,مَّنسِيّ,m~ansiy~,1,Noun
3452,مُنشَرِين,mun$ariyn,1,Noun
3453,مُّنَشَّرَة,m~una$~arap,1,Adjective
3454,مُنشَـَٔات,mun$a_#aAt,1,Adjective
3455,مُنشِـُٔون,mun$i_#uwn,1,Noun
3456,مَّنضُود,m~anDuwd,1,Noun
3457,مَّنضُود,m~anDuwd,1,Adjective
3458,مَنطِق,manTiq,1,Noun
3459,مُنفَطِر,munfaTir,1,Noun
3460,مُنفِقِين,munfiqiyn,1,Noun
3461,مُنفَكِّين,munfak~iyn,1,Noun
3462,مَنفُوش,manfuw$,1,Adjective
3463,مُّنقَعِر,m~unqaEir,1,Noun
3464,مَنقُوص,manquwS,1,Noun
3465,مُّنكِرَة,m~unkirap,1,Noun
3466,مِنْهَاج,minohaAj,1,Noun
3467,مُّنْهَمِر,m~unohamir,1,Noun
3468,مَنَوٰة,manaw`p,1,Proper noun
3469,مَنُوع,manuwE,1,Noun
3470,مَنُون,manuwn,1,Noun
3471,مَّنِىّ,m~aniY~,1,Noun
3472,مُّنِيب,m~uniyb,1,Adjective
3473,مُّنِير,m~uniyr,1,Adjective
3474,مُهَاجِر,muhaAjir,1,Adjective
3475,مُهَٰجِرَٰت,muha`jira`t,1,Noun
3476,مُهَان,muhaAn,1,Noun
3477,مُهْتَدِى,muhotadiY,1,Noun
3478,مَهْجُور,mahojuwr,1,Noun
3479,مَهْزُوم,mahozuwm,1,Noun
3480,مُهْلِكِى,muholikiY,1,Noun
3481,مُهْلَكِين,muholakiyn,1,Noun
3482,مَهْمَا,mahomaA,1,Conditional particle
3483,مَّهِيل,m~ahiyl,1,Adjective
3484,مُهَيْمِن,muhayomin,1,Noun
3485,مُهَيْمِن,muhayomin,1,Adjective
3486,مَّهِين,m~ahiyn,1,Noun
3487,مَوَاطِن,mawaATin,1,Noun
3488,مَوَٰقِع,mawa`qiE,1,Noun
3489,مُّوَاقِعُو,m~uwaAqiEuw,1,Noun
3490,مَوَٰلِي,mawa`liy,1,Noun
3491,مَّوْبِق,m~awobiq,1,Noun
3492,مُؤْتُون,mu&otuwn,1,Noun
3493,مُّؤَجَّل,m~u&aj~al,1,Adjective
3494,مَوْر,mawor,1,Noun
3495,مَوْرُود,maworuwd,1,Noun
3496,مُورِيَٰت,muwriya`t,1,Noun
3497,مَّوْزُون,m~awozuwn,1,Noun
3498,مُّوص,m~uwS,1,Noun
3499,مُّؤْصَدَة,m~u&oSadap,1,Adjective
3500,مُّؤْصَدَة,m~u&oSadap,1,Noun
3501,مَّوْضُوعَة,m~awoDuwEap,1,Adjective
3502,مَّوْضُونَة,m~awoDuwnap,1,Adjective
3503,مَوْطِئ,mawoTi},1,Noun
3504,مَّوْعِدَة,m~awoEidap,1,Noun
3505,مَوْعُود,mawoEuwd,1,Adjective
3506,مُوَفُّو,muwaf~uw,1,Noun
3507,مَّوْفُور,m~awofuwr,1,Noun
3508,مُوفُون,muwfuwn,1,Noun
3509,مُوقَدَة,muwqadap,1,Adjective
3510,مَّوْقُوت,m~awoquwt,1,Adjective
3511,مَوْقُوذَة,mawoquw*ap,1,Noun
3512,مَوْقُوفُون,mawoquwfuwn,1,Noun
3513,مُؤَلَّفَة,mu&al~afap,1,Noun
3514,مُوَلِّي,muwal~iy,1,Noun
3515,مُوهِن,muwhin,1,Noun
3516,مَوْئِل,mawo}il,1,Noun
3517,مَوْءُدَة,mawo'udap,1,Noun
3518,مَّيْت,m~ayot,1,Noun
3519,مَيْتَة,mayotap,1,Adjective
3520,مَيْسَرَة,mayosarap,1,Noun
3521,مَّيْسُور,m~ayosuwr,1,Noun
3522,مِيكَىٰل,miykaY`l,1,Proper noun
3523,مَّيْلَة,m~ayolap,1,Noun
3524,مَـَٔارِب,ma_#aArib,1,Noun
3525,نَاج,naAj,1,Noun
3526,نَّٰزِعَٰت,n~a`ziEa`t,1,Noun
3527,نَاسِكُو,naAsikuw,1,Noun
3528,نَّٰشِرَٰت,n~a`$ira`t,1,Noun
3529,نَّٰشِطَٰت,n~a`$iTa`t,1,Noun
3530,نَاشِئَة,naA$i}ap,1,Noun
3531,نَّاصِبَة,n~aASibap,1,Adjective
3532,نَّاضِرَة,n~aADirap,1,Noun
3533,نَّاعِمَة,n~aAEimap,1,Noun
3534,نَّاقُور,n~aAquwr,1,Noun
3535,نَٰكِبُون,na`kibuwn,1,Noun
3536,نَاكِسُوا,naAkisuwA,1,Noun
3537,نَّاهُون,n~aAhuwn,1,Noun
3538,نَّجْدَيْن,n~ajodayon,1,Noun
3539,نَجَس,najas,1,Noun
3540,نَّجَوٰة,n~ajaw`p,1,Noun
3541,نُحَاس,nuHaAs,1,Noun
3542,نَحْب,naHob,1,Noun
3543,نَحْس,naHos,1,Noun
3544,نَّحِسَات,n~aHisaAt,1,Adjective
3545,نَّحْل,n~aHol,1,Noun
3546,نِحْلَة,niHolap,1,Noun
3547,نَّخِرَة,n~axirap,1,Adjective
3548,نَدِيّ,nadiy~,1,Noun
3549,نُذْر,nu*or,1,Noun
3550,نُذُور,nu*uwr,1,Noun
3551,نَزَّاعَة,naz~aAEap,1,Noun
3552,نَزْلَة,nazolap,1,Noun
3553,نُسْخَت,nusoxat,1,Noun
3554,نَسْر,nasor,1,Proper noun
3555,نَسْي,nasoy,1,Noun
3556,نَسِيّ,nasiy~,1,Noun
3557,نَّسِىٓء,n~asiY^',1,Noun
3558,نَشْر,na$or,1,Noun
3559,نَشْط,na$oT,1,Noun
3560,نُصْب,nuSob,1,Noun
3561,نُصْح,nuSoH,1,Noun
3562,نِصْف,niSof,1,Time adverb
3563,نَّصُوح,n~aSuwH,1,Adjective
3564,نَصِير,naSiyr,1,Adjective
3565,نَضَّاخَتَان,naD~aAxataAn,1,Adjective
3566,نَّضِيد,n~aDiyd,1,Adjective
3567,نَّطِيحَة,n~aTiyHap,1,Noun
3568,نَظَر,naZar,1,Noun
