surah_no,ref_ayah_no_surah,translator,kind,text
26,18,yusuf_ali,footnote,"* v.18 : There is here a little play of wit on the part of Pharaoh. When Moses speaks of the ""Lord and Cherisher of the Worlds"", Pharaoh says: ""Who cherished you? Did we not bring you up as a child? Did you not grow up among us?"" By implication Pharaoh suggest that he is the cherisher of Moses, and in any case Pharaoh laid claim to godhead himself."
26,19,yusuf_ali,footnote,"* v.19 : Further, Pharaoh reminds Moses of his having slain the Egyptian, and taunts him: ""You are not only a murderer: you are an ungrateful wretch"" (using ""fir again in a double sense) ""to have killed one of the race that brought you up!"""
26,20,yusuf_ali,footnote,"* v.20 : What is Moses’s reply? He is no longer afraid. He tells the whole truth, extenuating nothing in his own favour. ""Yes I did it: but I did it under an error."" There are three implications in this: ""(1) I was wrong in doing it in a temper and in being hasty; (2) 1 was wrong in taking the law into my own hands, but I repented and asked for Allah’s pardon (xxviii. 15-16); (3) that was at a time when I was under your influence, but since then I am a changed man, as Allah has called me."""
26,21,yusuf_ali,footnote,"* v.21 : He accounts for all his movements, much more than Pharaoh had asked for. He has nothing to hide. At that time he was under the influence of fear, and he had fled from him. Now he is serving Allah, the Lord of the Worlds. He has no fear: he is a messenger."
26,22,yusuf_ali,footnote,"* v.22 : Pharaoh had called Moses ungrateful and reproached him with all the favours which Moses had received from the Egyptians. ""What favours?"" he says; ""Do you count it also as a favour to me that you have enslaved my brethren the Children of Israel?"" Moses was now speaking as a Prophet of Allah, not as an individual. Any individual favours he may have received were blotted out by the oppression of his people."
26,23,yusuf_ali,footnote,"* v.23 : Moses having eliminated all personalities, the argument now comes up to the highest plane of all,-the attributes of Allah and Ms mercies. Moses had put forward this before, as implied in verse 16 above, but Pharaoh had twisted it into personalities. Now we come back to the real issue. It may have been in the same sitting, or it may have been in a later sitting."
26,25,yusuf_ali,footnote,"* v.25 : Moses had stiffed up the wrath of Pharaoh both by putting forward the name of the One True God as against Pharaoh’s pretended godhead, and by suggesting that any man of judgment would understand Allah’s majesty. While Pharaoh turns to his people in indignation, Moses drives the nail in further: ""He is the God of the heavens and the earth and all between: therefore He is also your God, and the God of your fathers from the beginning. Any other pretensions are false!"""
26,27,yusuf_ali,footnote,"* v.27 : Pharaoh is further perturbed. In reply to Moses’s statement that Allah, the One True God is also the God of the Egyptians and Pharaoh also, Pharaoh says sarcastically to his Court: ""Look at this ’Messenger’ of yours; he seems to be mad!"" But Moses is not abashed. He boldly says what is the truth: ""It is you who are mad! The God Whom I preach is the universal Lord,-of the East and of the West. He reigns wherever you go!"""
26,29,yusuf_ali,footnote,"* v.29 : Now we come to the crisis. Pharaoh threatens Moses with prison for treason. Moses remains calm and stiff argues: ""What if I show you a miracle? Will it convince you that I am not mad, and that I have behind me the Lord of all the Worlds?"""
26,30,yusuf_ali,footnote,"* v.30 : The Egyptians were addicted to magic and sorcery. If a true miracle were shown to them, would they believe? Perhaps they would see the hollowness of their own magic. In fact this actually happened with the Egyptian sorcerers themselves and perhaps with the commonalty. But Pharaoh and his Court were too arrogant to accept Moses’s religion."
26,33,yusuf_ali,footnote,"* v.33 : Cf. vii. 107-8. See the whole passage there, and the notes thereon."
26,34,yusuf_ali,footnote,"* v.34 : In vii. 109 it is the Chiefs who say this. The fact is that it was a general consultation, and this was the general feeling, expressed in words by each to the others."
26,38,yusuf_ali,footnote,"* v.38 : A day well-known: a solemn day of festival: see xx. 59. The object was to get together as large a concourse of people as possible. It was confidently expected that the Egyptian sorcerers with all their organisation would win with their tricks against these amateur Israelites, and so the State cult of the worship of Pharaoh would be fastened on the necks of the people more firmly than ever."
26,40,yusuf_ali,footnote,"* v.40 : See the last note. The people are to come and witness the triumph of the State religion, so that they may become the more obedient to Pharaoh and more compliant with the demands of the priests. The State religion included magic and the worship of Pharaoh."
26,41,yusuf_ali,footnote,"* v.41 : There was no such thing as pure loyalty to an exploiting ruler like this Pharaoh. The sorcerers, who were probably also priests, were venal, and they hoped to establish their own hold on both king and people by the further enrichment of themselves and their order."
26,43,yusuf_ali,footnote,"* v.43 : The euphemism implies a taunt, as if Moses had said: ""I know about your tricks! You pretend to throw ropes and rods, and make people believe they are snakes. But now come on!"""
26,44,yusuf_ali,footnote,"* v.44 : Though Pharaoh claimed to be a god. And so they appeal to his ""divine"" power."
26,45,yusuf_ali,footnote,"* v.45 : The sorcerers’ ropes and rods seemed to have become serpents, but the rod of Moses was mightier than all of them and quickly swallowed them up. So truth is more powerful than tricks and win expose and destroy them."
26,49,yusuf_ali,footnote,"* v.49 : The soreerers knew that they had met something very different from their tricks. Allah’s power worked on them and they professed the True God. As they represented the intelligence of the community, it may be presumed that they carried the intelligence of Egypt with them and perhaps some of the commonalty, who were impressed by the dramatic scene! Hence Pharaoh’s anger, but it is the beginning of his decline!"
