ayah_no_quran,surah_no,ayah_no_surah,surah_name_en,surah_name_ar,surah_name_roman,ayah_ar,juz_no,ruko_no,sajdah_no,place_of_revelation,no_of_word_ayah
3107,26,175,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَإِنَّ رَبَّكَ لَهُوَ ٱلْعَزِيزُ ٱلرَّحِيمُ,19,324,NA,Meccan,5
3108,26,176,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,كَذَّبَ أَصْحَٰبُ لْـَٔيْكَةِ ٱلْمُرْسَلِينَ,19,325,NA,Meccan,4
3109,26,177,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,إِذْ قَالَ لَهُمْ شُعَيْبٌ أَلَا تَتَّقُونَ,19,325,NA,Meccan,6
3110,26,178,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,إِنِّى لَكُمْ رَسُولٌ أَمِينٌۭ,19,325,NA,Meccan,4
3111,26,179,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,فَٱتَّقُوا۟ ٱللَّهَ وَأَطِيعُونِ,19,325,NA,Meccan,3
3112,26,180,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَمَآ أَسْـَٔلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِىَ إِلَّا عَلَىٰ رَبِّ ٱلْعَٰلَمِينَ,19,325,NA,Meccan,12
3113,26,181,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,۞ أَوْفُوا۟ ٱلْكَيْلَ وَلَا تَكُونُوا۟ مِنَ ٱلْمُخْسِرِينَ,19,325,NA,Meccan,7
3114,26,182,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَزِنُوا۟ بِٱلْقِسْطَاسِ ٱلْمُسْتَقِيمِ,19,325,NA,Meccan,3
3115,26,183,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَلَا تَبْخَسُوا۟ ٱلنَّاسَ أَشْيَآءَهُمْ وَلَا تَعْثَوْا۟ فِى ٱلْأَرْضِ مُفْسِدِينَ,19,325,NA,Meccan,9
3116,26,184,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَٱتَّقُوا۟ ٱلَّذِى خَلَقَكُمْ وَٱلْجِبِلَّةَ ٱلْأَوَّلِينَ,19,325,NA,Meccan,5
3117,26,185,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,قَالُوٓا۟ إِنَّمَآ أَنتَ مِنَ ٱلْمُسَحَّرِينَ,19,325,NA,Meccan,5
3118,26,186,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَمَآ أَنتَ إِلَّا بَشَرٌۭ مِّثْلُنَا وَإِن نَّظُنُّكَ لَمِنَ ٱلْكَٰذِبِينَ,19,325,NA,Meccan,9
3119,26,187,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,فَأَسْقِطْ عَلَيْنَا كِسَفًۭا مِّنَ ٱلسَّمَآءِ إِن كُنتَ مِنَ ٱلصَّٰدِقِينَ,19,325,NA,Meccan,9
3120,26,188,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,قَالَ رَبِّىٓ أَعْلَمُ بِمَا تَعْمَلُونَ,19,325,NA,Meccan,5
3121,26,189,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,فَكَذَّبُوهُ فَأَخَذَهُمْ عَذَابُ يَوْمِ ٱلظُّلَّةِ ۚ إِنَّهُۥ كَانَ عَذَابَ يَوْمٍ عَظِيمٍ,19,325,NA,Meccan,11
3122,26,190,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,إِنَّ فِى ذَٰلِكَ لَءَايَةًۭ ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,19,325,NA,Meccan,9
3123,26,191,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَإِنَّ رَبَّكَ لَهُوَ ٱلْعَزِيزُ ٱلرَّحِيمُ,19,325,NA,Meccan,5
3124,26,192,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَإِنَّهُۥ لَتَنزِيلُ رَبِّ ٱلْعَٰلَمِينَ,19,326,NA,Meccan,4
3125,26,193,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,نَزَلَ بِهِ ٱلرُّوحُ ٱلْأَمِينُ,19,326,NA,Meccan,4
3126,26,194,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,عَلَىٰ قَلْبِكَ لِتَكُونَ مِنَ ٱلْمُنذِرِينَ,19,326,NA,Meccan,5
3127,26,195,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,بِلِسَانٍ عَرَبِىٍّۢ مُّبِينٍۢ,19,326,NA,Meccan,3
3128,26,196,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَإِنَّهُۥ لَفِى زُبُرِ ٱلْأَوَّلِينَ,19,326,NA,Meccan,4
3129,26,197,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,أَوَلَمْ يَكُن لَّهُمْ ءَايَةً أَن يَعْلَمَهُۥ عُلَمَٰٓؤُا۟ بَنِىٓ إِسْرَٰٓءِيلَ,19,326,NA,Meccan,9
3130,26,198,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَلَوْ نَزَّلْنَٰهُ عَلَىٰ بَعْضِ ٱلْأَعْجَمِينَ,19,326,NA,Meccan,5
3131,26,199,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,فَقَرَأَهُۥ عَلَيْهِم مَّا كَانُوا۟ بِهِۦ مُؤْمِنِينَ,19,326,NA,Meccan,6
3132,26,200,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,كَذَٰلِكَ سَلَكْنَٰهُ فِى قُلُوبِ ٱلْمُجْرِمِينَ,19,326,NA,Meccan,5
3133,26,201,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,لَا يُؤْمِنُونَ بِهِۦ حَتَّىٰ يَرَوُا۟ ٱلْعَذَابَ ٱلْأَلِيمَ,19,326,NA,Meccan,7
3134,26,202,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,فَيَأْتِيَهُم بَغْتَةًۭ وَهُمْ لَا يَشْعُرُونَ,19,326,NA,Meccan,5
3135,26,203,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,فَيَقُولُوا۟ هَلْ نَحْنُ مُنظَرُونَ,19,326,NA,Meccan,4
3136,26,204,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,أَفَبِعَذَابِنَا يَسْتَعْجِلُونَ,19,326,NA,Meccan,2
3137,26,205,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,أَفَرَءَيْتَ إِن مَّتَّعْنَٰهُمْ سِنِينَ,19,326,NA,Meccan,4
3138,26,206,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,ثُمَّ جَآءَهُم مَّا كَانُوا۟ يُوعَدُونَ,19,326,NA,Meccan,5
3139,26,207,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,مَآ أَغْنَىٰ عَنْهُم مَّا كَانُوا۟ يُمَتَّعُونَ,19,326,NA,Meccan,6
3140,26,208,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَمَآ أَهْلَكْنَا مِن قَرْيَةٍ إِلَّا لَهَا مُنذِرُونَ,19,326,NA,Meccan,7
3141,26,209,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,ذِكْرَىٰ وَمَا كُنَّا ظَٰلِمِينَ,19,326,NA,Meccan,4
3142,26,210,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَمَا تَنَزَّلَتْ بِهِ ٱلشَّيَٰطِينُ,19,326,NA,Meccan,4
3143,26,211,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَمَا يَنۢبَغِى لَهُمْ وَمَا يَسْتَطِيعُونَ,19,326,NA,Meccan,5
3144,26,212,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,إِنَّهُمْ عَنِ ٱلسَّمْعِ لَمَعْزُولُونَ,19,326,NA,Meccan,4
3145,26,213,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,فَلَا تَدْعُ مَعَ ٱللَّهِ إِلَٰهًا ءَاخَرَ فَتَكُونَ مِنَ ٱلْمُعَذَّبِينَ,19,326,NA,Meccan,9
3146,26,214,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَأَنذِرْ عَشِيرَتَكَ ٱلْأَقْرَبِينَ,19,326,NA,Meccan,3
3147,26,215,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَٱخْفِضْ جَنَاحَكَ لِمَنِ ٱتَّبَعَكَ مِنَ ٱلْمُؤْمِنِينَ,19,326,NA,Meccan,6
3148,26,216,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,فَإِنْ عَصَوْكَ فَقُلْ إِنِّى بَرِىٓءٌۭ مِّمَّا تَعْمَلُونَ,19,326,NA,Meccan,7
3149,26,217,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَتَوَكَّلْ عَلَى ٱلْعَزِيزِ ٱلرَّحِيمِ,19,326,NA,Meccan,4
3150,26,218,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,ٱلَّذِى يَرَىٰكَ حِينَ تَقُومُ,19,326,NA,Meccan,4
3151,26,219,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَتَقَلُّبَكَ فِى ٱلسَّٰجِدِينَ,19,326,NA,Meccan,3
3152,26,220,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلْعَلِيمُ,19,326,NA,Meccan,4
3153,26,221,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,هَلْ أُنَبِّئُكُمْ عَلَىٰ مَن تَنَزَّلُ ٱلشَّيَٰطِينُ,19,326,NA,Meccan,6
3154,26,222,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,تَنَزَّلُ عَلَىٰ كُلِّ أَفَّاكٍ أَثِيمٍۢ,19,326,NA,Meccan,5
3155,26,223,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,يُلْقُونَ ٱلسَّمْعَ وَأَكْثَرُهُمْ كَٰذِبُونَ,19,326,NA,Meccan,4
3156,26,224,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَٱلشُّعَرَآءُ يَتَّبِعُهُمُ ٱلْغَاوُۥنَ,19,326,NA,Meccan,3
3157,26,225,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,أَلَمْ تَرَ أَنَّهُمْ فِى كُلِّ وَادٍۢ يَهِيمُونَ,19,326,NA,Meccan,7
3158,26,226,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,وَأَنَّهُمْ يَقُولُونَ مَا لَا يَفْعَلُونَ,19,326,NA,Meccan,5
3159,26,227,Ash-Shu'ara,ٱلشُّعَرَاء,aš-Šuʿarāʾ,إِلَّا ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّٰلِحَٰتِ وَذَكَرُوا۟ ٱللَّهَ كَثِيرًۭا وَٱنتَصَرُوا۟ مِنۢ بَعْدِ مَا ظُلِمُوا۟ ۗ وَسَيَعْلَمُ ٱلَّذِينَ ظَلَمُوٓا۟ أَىَّ مُنقَلَبٍۢ يَنقَلِبُونَ,19,326,NA,Meccan,20
3160,27,1,An-Naml,ٱلنَّمْل,an-Naml,طسٓ ۚ تِلْكَ ءَايَٰتُ ٱلْقُرْءَانِ وَكِتَابٍۢ مُّبِينٍ,19,327,NA,Meccan,7
3161,27,2,An-Naml,ٱلنَّمْل,an-Naml,هُدًۭى وَبُشْرَىٰ لِلْمُؤْمِنِينَ,19,327,NA,Meccan,3
3162,27,3,An-Naml,ٱلنَّمْل,an-Naml,ٱلَّذِينَ يُقِيمُونَ ٱلصَّلَوٰةَ وَيُؤْتُونَ ٱلزَّكَوٰةَ وَهُم بِٱلْءَاخِرَةِ هُمْ يُوقِنُونَ,19,327,NA,Meccan,9
3163,27,4,An-Naml,ٱلنَّمْل,an-Naml,إِنَّ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْءَاخِرَةِ زَيَّنَّا لَهُمْ أَعْمَٰلَهُمْ فَهُمْ يَعْمَهُونَ,19,327,NA,Meccan,10
3164,27,5,An-Naml,ٱلنَّمْل,an-Naml,أُو۟لَٰٓئِكَ ٱلَّذِينَ لَهُمْ سُوٓءُ ٱلْعَذَابِ وَهُمْ فِى ٱلْءَاخِرَةِ هُمُ ٱلْأَخْسَرُونَ,19,327,NA,Meccan,10
3165,27,6,An-Naml,ٱلنَّمْل,an-Naml,وَإِنَّكَ لَتُلَقَّى ٱلْقُرْءَانَ مِن لَّدُنْ حَكِيمٍ عَلِيمٍ,19,327,NA,Meccan,7
3166,27,7,An-Naml,ٱلنَّمْل,an-Naml,إِذْ قَالَ مُوسَىٰ لِأَهْلِهِۦٓ إِنِّىٓ ءَانَسْتُ نَارًۭا سَـَٔاتِيكُم مِّنْهَا بِخَبَرٍ أَوْ ءَاتِيكُم بِشِهَابٍۢ قَبَسٍۢ لَّعَلَّكُمْ تَصْطَلُونَ,19,327,NA,Meccan,16
3167,27,8,An-Naml,ٱلنَّمْل,an-Naml,فَلَمَّا جَآءَهَا نُودِىَ أَنۢ بُورِكَ مَن فِى ٱلنَّارِ وَمَنْ حَوْلَهَا وَسُبْحَٰنَ ٱللَّهِ رَبِّ ٱلْعَٰلَمِينَ,19,327,NA,Meccan,14
3168,27,9,An-Naml,ٱلنَّمْل,an-Naml,يَٰمُوسَىٰٓ إِنَّهُۥٓ أَنَا ٱللَّهُ ٱلْعَزِيزُ ٱلْحَكِيمُ,19,327,NA,Meccan,6
3169,27,10,An-Naml,ٱلنَّمْل,an-Naml,وَأَلْقِ عَصَاكَ ۚ فَلَمَّا رَءَاهَا تَهْتَزُّ كَأَنَّهَا جَآنٌّۭ وَلَّىٰ مُدْبِرًۭا وَلَمْ يُعَقِّبْ ۚ يَٰمُوسَىٰ لَا تَخَفْ إِنِّى لَا يَخَافُ لَدَىَّ ٱلْمُرْسَلُونَ,19,327,NA,Meccan,21
3170,27,11,An-Naml,ٱلنَّمْل,an-Naml,إِلَّا مَن ظَلَمَ ثُمَّ بَدَّلَ حُسْنًۢا بَعْدَ سُوٓءٍۢ فَإِنِّى غَفُورٌۭ رَّحِيمٌۭ,19,327,NA,Meccan,11
3171,27,12,An-Naml,ٱلنَّمْل,an-Naml,وَأَدْخِلْ يَدَكَ فِى جَيْبِكَ تَخْرُجْ بَيْضَآءَ مِنْ غَيْرِ سُوٓءٍۢ ۖ فِى تِسْعِ ءَايَٰتٍ إِلَىٰ فِرْعَوْنَ وَقَوْمِهِۦٓ ۚ إِنَّهُمْ كَانُوا۟ قَوْمًۭا فَٰسِقِينَ,19,327,NA,Meccan,21
3172,27,13,An-Naml,ٱلنَّمْل,an-Naml,فَلَمَّا جَآءَتْهُمْ ءَايَٰتُنَا مُبْصِرَةًۭ قَالُوا۟ هَٰذَا سِحْرٌۭ مُّبِينٌۭ,19,327,NA,Meccan,8
3173,27,14,An-Naml,ٱلنَّمْل,an-Naml,وَجَحَدُوا۟ بِهَا وَٱسْتَيْقَنَتْهَآ أَنفُسُهُمْ ظُلْمًۭا وَعُلُوًّۭا ۚ فَٱنظُرْ كَيْفَ كَانَ عَٰقِبَةُ ٱلْمُفْسِدِينَ,19,327,NA,Meccan,12
3174,27,15,An-Naml,ٱلنَّمْل,an-Naml,وَلَقَدْ ءَاتَيْنَا دَاوُۥدَ وَسُلَيْمَٰنَ عِلْمًۭا ۖ وَقَالَا ٱلْحَمْدُ لِلَّهِ ٱلَّذِى فَضَّلَنَا عَلَىٰ كَثِيرٍۢ مِّنْ عِبَادِهِ ٱلْمُؤْمِنِينَ,19,328,NA,Meccan,16
3175,27,16,An-Naml,ٱلنَّمْل,an-Naml,وَوَرِثَ سُلَيْمَٰنُ دَاوُۥدَ ۖ وَقَالَ يَٰٓأَيُّهَا ٱلنَّاسُ عُلِّمْنَا مَنطِقَ ٱلطَّيْرِ وَأُوتِينَا مِن كُلِّ شَىْءٍ ۖ إِنَّ هَٰذَا لَهُوَ ٱلْفَضْلُ ٱلْمُبِينُ,19,328,NA,Meccan,20
3176,27,17,An-Naml,ٱلنَّمْل,an-Naml,وَحُشِرَ لِسُلَيْمَٰنَ جُنُودُهُۥ مِنَ ٱلْجِنِّ وَٱلْإِنسِ وَٱلطَّيْرِ فَهُمْ يُوزَعُونَ,19,328,NA,Meccan,9
3177,27,18,An-Naml,ٱلنَّمْل,an-Naml,حَتَّىٰٓ إِذَآ أَتَوْا۟ عَلَىٰ وَادِ ٱلنَّمْلِ قَالَتْ نَمْلَةٌۭ يَٰٓأَيُّهَا ٱلنَّمْلُ ٱدْخُلُوا۟ مَسَٰكِنَكُمْ لَا يَحْطِمَنَّكُمْ سُلَيْمَٰنُ وَجُنُودُهُۥ وَهُمْ لَا يَشْعُرُونَ,19,328,NA,Meccan,19
3178,27,19,An-Naml,ٱلنَّمْل,an-Naml,فَتَبَسَّمَ ضَاحِكًۭا مِّن قَوْلِهَا وَقَالَ رَبِّ أَوْزِعْنِىٓ أَنْ أَشْكُرَ نِعْمَتَكَ ٱلَّتِىٓ أَنْعَمْتَ عَلَىَّ وَعَلَىٰ وَٰلِدَىَّ وَأَنْ أَعْمَلَ صَٰلِحًۭا تَرْضَىٰهُ وَأَدْخِلْنِى بِرَحْمَتِكَ فِى عِبَادِكَ ٱلصَّٰلِحِينَ,19,328,NA,Meccan,24
3179,27,20,An-Naml,ٱلنَّمْل,an-Naml,وَتَفَقَّدَ ٱلطَّيْرَ فَقَالَ مَا لِىَ لَآ أَرَى ٱلْهُدْهُدَ أَمْ كَانَ مِنَ ٱلْغَآئِبِينَ,19,328,NA,Meccan,12
3180,27,21,An-Naml,ٱلنَّمْل,an-Naml,لَأُعَذِّبَنَّهُۥ عَذَابًۭا شَدِيدًا أَوْ لَأَا۟ذْبَحَنَّهُۥٓ أَوْ لَيَأْتِيَنِّى بِسُلْطَٰنٍۢ مُّبِينٍۢ,19,328,NA,Meccan,9
3181,27,22,An-Naml,ٱلنَّمْل,an-Naml,فَمَكَثَ غَيْرَ بَعِيدٍۢ فَقَالَ أَحَطتُ بِمَا لَمْ تُحِطْ بِهِۦ وَجِئْتُكَ مِن سَبَإٍۭ بِنَبَإٍۢ يَقِينٍ,19,328,NA,Meccan,14
3182,27,23,An-Naml,ٱلنَّمْل,an-Naml,إِنِّى وَجَدتُّ ٱمْرَأَةًۭ تَمْلِكُهُمْ وَأُوتِيَتْ مِن كُلِّ شَىْءٍۢ وَلَهَا عَرْشٌ عَظِيمٌۭ,19,328,NA,Meccan,11
3183,27,24,An-Naml,ٱلنَّمْل,an-Naml,وَجَدتُّهَا وَقَوْمَهَا يَسْجُدُونَ لِلشَّمْسِ مِن دُونِ ٱللَّهِ وَزَيَّنَ لَهُمُ ٱلشَّيْطَٰنُ أَعْمَٰلَهُمْ فَصَدَّهُمْ عَنِ ٱلسَّبِيلِ فَهُمْ لَا يَهْتَدُونَ,19,328,NA,Meccan,17
3184,27,25,An-Naml,ٱلنَّمْل,an-Naml,أَلَّا يَسْجُدُوا۟ لِلَّهِ ٱلَّذِى يُخْرِجُ ٱلْخَبْءَ فِى ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَيَعْلَمُ مَا تُخْفُونَ وَمَا تُعْلِنُونَ,19,328,NA,Meccan,14
3185,27,26,An-Naml,ٱلنَّمْل,an-Naml,ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَ رَبُّ ٱلْعَرْشِ ٱلْعَظِيمِ ۩,19,328,9,Meccan,9
3186,27,27,An-Naml,ٱلنَّمْل,an-Naml,۞ قَالَ سَنَنظُرُ أَصَدَقْتَ أَمْ كُنتَ مِنَ ٱلْكَٰذِبِينَ,19,328,NA,Meccan,8
3187,27,28,An-Naml,ٱلنَّمْل,an-Naml,ٱذْهَب بِّكِتَٰبِى هَٰذَا فَأَلْقِهْ إِلَيْهِمْ ثُمَّ تَوَلَّ عَنْهُمْ فَٱنظُرْ مَاذَا يَرْجِعُونَ,19,328,NA,Meccan,11
3188,27,29,An-Naml,ٱلنَّمْل,an-Naml,قَالَتْ يَٰٓأَيُّهَا ٱلْمَلَؤُا۟ إِنِّىٓ أُلْقِىَ إِلَىَّ كِتَٰبٌۭ كَرِيمٌ,19,328,NA,Meccan,8
3189,27,30,An-Naml,ٱلنَّمْل,an-Naml,إِنَّهُۥ مِن سُلَيْمَٰنَ وَإِنَّهُۥ بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ,19,328,NA,Meccan,8
3190,27,31,An-Naml,ٱلنَّمْل,an-Naml,أَلَّا تَعْلُوا۟ عَلَىَّ وَأْتُونِى مُسْلِمِينَ,19,328,NA,Meccan,5
3191,27,32,An-Naml,ٱلنَّمْل,an-Naml,قَالَتْ يَٰٓأَيُّهَا ٱلْمَلَؤُا۟ أَفْتُونِى فِىٓ أَمْرِى مَا كُنتُ قَاطِعَةً أَمْرًا حَتَّىٰ تَشْهَدُونِ,19,329,NA,Meccan,12
3192,27,33,An-Naml,ٱلنَّمْل,an-Naml,قَالُوا۟ نَحْنُ أُو۟لُوا۟ قُوَّةٍۢ وَأُو۟لُوا۟ بَأْسٍۢ شَدِيدٍۢ وَٱلْأَمْرُ إِلَيْكِ فَٱنظُرِى مَاذَا تَأْمُرِينَ,19,329,NA,Meccan,12
3193,27,34,An-Naml,ٱلنَّمْل,an-Naml,قَالَتْ إِنَّ ٱلْمُلُوكَ إِذَا دَخَلُوا۟ قَرْيَةً أَفْسَدُوهَا وَجَعَلُوٓا۟ أَعِزَّةَ أَهْلِهَآ أَذِلَّةًۭ ۖ وَكَذَٰلِكَ يَفْعَلُونَ,19,329,NA,Meccan,14
3194,27,35,An-Naml,ٱلنَّمْل,an-Naml,وَإِنِّى مُرْسِلَةٌ إِلَيْهِم بِهَدِيَّةٍۢ فَنَاظِرَةٌۢ بِمَ يَرْجِعُ ٱلْمُرْسَلُونَ,19,329,NA,Meccan,8
3195,27,36,An-Naml,ٱلنَّمْل,an-Naml,فَلَمَّا جَآءَ سُلَيْمَٰنَ قَالَ أَتُمِدُّونَنِ بِمَالٍۢ فَمَآ ءَاتَىٰنِۦَ ٱللَّهُ خَيْرٌۭ مِّمَّآ ءَاتَىٰكُم بَلْ أَنتُم بِهَدِيَّتِكُمْ تَفْرَحُونَ,19,329,NA,Meccan,16
3196,27,37,An-Naml,ٱلنَّمْل,an-Naml,ٱرْجِعْ إِلَيْهِمْ فَلَنَأْتِيَنَّهُم بِجُنُودٍۢ لَّا قِبَلَ لَهُم بِهَا وَلَنُخْرِجَنَّهُم مِّنْهَآ أَذِلَّةًۭ وَهُمْ صَٰغِرُونَ,19,329,NA,Meccan,13
3197,27,38,An-Naml,ٱلنَّمْل,an-Naml,قَالَ يَٰٓأَيُّهَا ٱلْمَلَؤُا۟ أَيُّكُمْ يَأْتِينِى بِعَرْشِهَا قَبْلَ أَن يَأْتُونِى مُسْلِمِينَ,19,329,NA,Meccan,10
3198,27,39,An-Naml,ٱلنَّمْل,an-Naml,قَالَ عِفْرِيتٌۭ مِّنَ ٱلْجِنِّ أَنَا۠ ءَاتِيكَ بِهِۦ قَبْلَ أَن تَقُومَ مِن مَّقَامِكَ ۖ وَإِنِّى عَلَيْهِ لَقَوِىٌّ أَمِينٌۭ,19,329,NA,Meccan,17
3199,27,40,An-Naml,ٱلنَّمْل,an-Naml,قَالَ ٱلَّذِى عِندَهُۥ عِلْمٌۭ مِّنَ ٱلْكِتَٰبِ أَنَا۠ ءَاتِيكَ بِهِۦ قَبْلَ أَن يَرْتَدَّ إِلَيْكَ طَرْفُكَ ۚ فَلَمَّا رَءَاهُ مُسْتَقِرًّا عِندَهُۥ قَالَ هَٰذَا مِن فَضْلِ رَبِّى لِيَبْلُوَنِىٓ ءَأَشْكُرُ أَمْ أَكْفُرُ ۖ وَمَن شَكَرَ فَإِنَّمَا يَشْكُرُ لِنَفْسِهِۦ ۖ وَمَن كَفَرَ فَإِنَّ رَبِّى غَنِىٌّۭ كَرِيمٌۭ,19,329,NA,Meccan,41
3200,27,41,An-Naml,ٱلنَّمْل,an-Naml,قَالَ نَكِّرُوا۟ لَهَا عَرْشَهَا نَنظُرْ أَتَهْتَدِىٓ أَمْ تَكُونُ مِنَ ٱلَّذِينَ لَا يَهْتَدُونَ,19,329,NA,Meccan,12
3201,27,42,An-Naml,ٱلنَّمْل,an-Naml,فَلَمَّا جَآءَتْ قِيلَ أَهَٰكَذَا عَرْشُكِ ۖ قَالَتْ كَأَنَّهُۥ هُوَ ۚ وَأُوتِينَا ٱلْعِلْمَ مِن قَبْلِهَا وَكُنَّا مُسْلِمِينَ,19,329,NA,Meccan,16
3202,27,43,An-Naml,ٱلنَّمْل,an-Naml,وَصَدَّهَا مَا كَانَت تَّعْبُدُ مِن دُونِ ٱللَّهِ ۖ إِنَّهَا كَانَتْ مِن قَوْمٍۢ كَٰفِرِينَ,19,329,NA,Meccan,13
3203,27,44,An-Naml,ٱلنَّمْل,an-Naml,قِيلَ لَهَا ٱدْخُلِى ٱلصَّرْحَ ۖ فَلَمَّا رَأَتْهُ حَسِبَتْهُ لُجَّةًۭ وَكَشَفَتْ عَن سَاقَيْهَا ۚ قَالَ إِنَّهُۥ صَرْحٌۭ مُّمَرَّدٌۭ مِّن قَوَارِيرَ ۗ قَالَتْ رَبِّ إِنِّى ظَلَمْتُ نَفْسِى وَأَسْلَمْتُ مَعَ سُلَيْمَٰنَ لِلَّهِ رَبِّ ٱلْعَٰلَمِينَ,19,329,NA,Meccan,31
3204,27,45,An-Naml,ٱلنَّمْل,an-Naml,وَلَقَدْ أَرْسَلْنَآ إِلَىٰ ثَمُودَ أَخَاهُمْ صَٰلِحًا أَنِ ٱعْبُدُوا۟ ٱللَّهَ فَإِذَا هُمْ فَرِيقَانِ يَخْتَصِمُونَ,19,330,NA,Meccan,13
3205,27,46,An-Naml,ٱلنَّمْل,an-Naml,قَالَ يَٰقَوْمِ لِمَ تَسْتَعْجِلُونَ بِٱلسَّيِّئَةِ قَبْلَ ٱلْحَسَنَةِ ۖ لَوْلَا تَسْتَغْفِرُونَ ٱللَّهَ لَعَلَّكُمْ تُرْحَمُونَ,19,330,NA,Meccan,13
3206,27,47,An-Naml,ٱلنَّمْل,an-Naml,قَالُوا۟ ٱطَّيَّرْنَا بِكَ وَبِمَن مَّعَكَ ۚ قَالَ طَٰٓئِرُكُمْ عِندَ ٱللَّهِ ۖ بَلْ أَنتُمْ قَوْمٌۭ تُفْتَنُونَ,19,330,NA,Meccan,15
