Arabic,Tafseer
وَٱخْتَارَ مُوسَىٰ قَوْمَهُ سَبْعِينَ رَجُلاً لِّمِيقَاتِنَا فَلَمَّا أَخَذَتْهُمُ ٱلرَّجْفَةُ قَالَ رَبِّ لَوْ شِئْتَ أَهْلَكْتَهُمْ مِّن قَبْلُ وَإِيَّايَ أَتُهْلِكُنَا بِمَا فَعَلَ ٱلسُّفَهَآءُ مِنَّآ إِنْ هِيَ إِلاَّ فِتْنَتُكَ تُضِلُّ بِهَا مَن تَشَآءُ وَتَهْدِي مَن تَشَآءُ أَنتَ وَلِيُّنَا فَٱغْفِرْ لَنَا وَٱرْحَمْنَا وَأَنتَ خَيْرُ ٱلْغَافِرِينَ,"(And Moses chose of his people seventy men for Our appointed tryst and, when the trembling came on them) and killed them, (he said: My Lord! If Thou hadst willed Thou hadst destroyed them long before) before this day, (and me with them) when I killed the Copt. (Wilt Thou destroy us for that which the ignorant among us did) when they worshipped the calf-here Moses thought they were destroyed because of their worship of the calf? (It is but Thy trial (of us)) Your affliction upon us. (Thou sendest whom Thou wilt astray and guidest whom Thou wilt) to avoid the sedition. (Thou art our Protecting Friend) You have better right to have mercy on us, (therefore forgive us and have mercy on us) and do not punish us, (Thou, the Best of all who show forgiveness) overlook sins."
وَٱكْتُبْ لَنَا فِي هَـٰذِهِ ٱلدُّنْيَا حَسَنَةً وَفِي ٱلآخِرَةِ إِنَّا هُدْنَـآ إِلَيْكَ قَالَ عَذَابِيۤ أُصِيبُ بِهِ مَنْ أَشَآءُ وَرَحْمَتِي وَسِعَتْ كُلَّ شَيْءٍ فَسَأَكْتُبُهَا لِلَّذِينَ يَتَّقُونَ وَيُؤْتُونَ ٱلزَّكَـاةَ وَٱلَّذِينَ هُم بِآيَاتِنَا يُؤْمِنُونَ,"(And ordain for us in this world that which is good) knowledge, worship and protection from sins, (and in the Hereafter (that which is good)) the good of Paradise and its bliss, (Lo! We have turned unto Thee) we have repented to You; it is also said this means: we are betaking ourselves to You. (He) Allah (said: I smite with) I single out with (My punishment whom I will, and My mercy embraceth all things) whether the person is righteous or sinner. Iblis seized this opportunity and said: "" I am of the things "" , but Allah excluded him from this by saying: (therefore I shall ordain it for those who ward off (evil)) disbelief, idolatry and indecencies (and pay the poor-due) and give from their wealth what is due to the poor, (and those who believe Our revelations) believe in Our Scripture and Messenger. The people of the Book seized this opportunity and said: "" we are the people of God-fearingness and Scripture "" , but Allah excluded them from this and explained to whom this mercy is ordained, saying:"
ٱلَّذِينَ يَتَّبِعُونَ ٱلرَّسُولَ ٱلنَّبِيَّ ٱلأُمِّيَّ ٱلَّذِي يَجِدُونَهُ مَكْتُوباً عِندَهُمْ فِي ٱلتَّوْرَاةِ وَٱلإِنْجِيلِ يَأْمُرُهُم بِٱلْمَعْرُوفِ وَيَنْهَاهُمْ عَنِ ٱلْمُنْكَرِ وَيُحِلُّ لَهُمُ ٱلطَّيِّبَاتِ وَيُحَرِّمُ عَلَيْهِمُ ٱلْخَبَآئِثَ وَيَضَعُ عَنْهُمْ إِصْرَهُمْ وَٱلأَغْلاَلَ ٱلَّتِي كَانَتْ عَلَيْهِمْ فَٱلَّذِينَ آمَنُواْ بِهِ وَعَزَّرُوهُ وَنَصَرُوهُ وَٱتَّبَعُواْ ٱلنُّورَ ٱلَّذِيۤ أُنزِلَ مَعَهُ أُوْلَـٰئِكَ هُمُ ٱلْمُفْلِحُونَ,"(Those who follow the messenger) the religion of the Messenger, (the Prophet who can neither read nor write) i.e. Muhammad (pbuh) (whom they will find) with his traits and description (described in the Torah and the Gospel (which are) with them. He will enjoin on them that which is right) Allah's divine Oneness and moral excellence (and forbid them that which is wrong) disbelief and hurting others. (He will make lawful for them all good things) he explains to them the lawfulness of that which is in the Scripture such as the meat and milk of camels, sheep and others (and prohibit for them only the foul) he explains to them the unlawfulness of what is in the Scripture such as carrion, the meat of swine and other things; (and he will relieve them of their burden) their pledges the breaking of which made good things unlawful for them (and the fetters) the hardships (that they used to wear) such as tearing up their clothes and other things. (Then those who believe in him) in Muhammad (pbuh) i.e. 'Abdullah Ibn Salam and his followers, (and honour him) and assist him (and help him) with the sword, (and follow the light) the Qur'an (which is sent down with him) which was sent with Gabriel: that which is lawful, they declared lawful, and that which unlawful, they declared unlawful: (they are the successful) who are saved from Allah's wrath and torment."
قُلْ يٰأَيُّهَا ٱلنَّاسُ إِنِّي رَسُولُ ٱللَّهِ إِلَيْكُمْ جَمِيعاً ٱلَّذِي لَهُ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ لاۤ إِلَـٰهَ إِلاَّ هُوَ يُحْيِـي وَيُمِيتُ فَآمِنُواْ بِٱللَّهِ وَرَسُولِهِ ٱلنَّبِيِّ ٱلأُمِّيِّ ٱلَّذِي يُؤْمِنُ بِٱللَّهِ وَكَلِمَاتِهِ وَٱتَّبِعُوهُ لَعَلَّكُمْ تَهْتَدُونَ,"(Say) O Muhammad: (O mankind! Lo! I am the Messenger of Allah to you all (the Messenger of) Him unto whom belongeth the Sovereignty) the stores (of the heavens and the earth. There is no God save Him) there is no Provider save Him. (He quickeneth) for the resurrection (and He giveth death) in the life of this world. (So believe in Allah and His messenger, the Prophet who can neither read nor write, who believeth in Allah and in His words) in the Qur'an; or, according to another Qur'anic variant: in Jesus, who became a created being with a word, Be, and he was (and follow him) follow the religion of Muhammad (pbuh) (that haply ye may be led aright) in order that you be guided from error to faith."
وَمِن قَوْمِ مُوسَىٰ أُمَّةٌ يَهْدُونَ بِٱلْحَقِّ وَبِهِ يَعْدِلُونَ,(And of Moses' folk there is a community) a group (who lead with) enjoin (truth and establish justice therewith) they act upon the Truth. These are those beyond the river al-Raml.
وَقَطَّعْنَاهُمُ ٱثْنَتَيْ عَشْرَةَ أَسْبَاطاً أُمَماً وَأَوْحَيْنَآ إِلَىٰ مُوسَىٰ إِذِ ٱسْتَسْقَاهُ قَوْمُهُ أَنِ ٱضْرِب بِّعَصَاكَ ٱلْحَجَرَ فَٱنبَجَسَتْ مِنْهُ ٱثْنَتَا عَشْرَةَ عَيْناً قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ وَظَلَّلْنَا عَلَيْهِمُ ٱلْغَمَامَ وَأَنْزَلْنَا عَلَيْهِمُ ٱلْمَنَّ وَٱلسَّلْوَىٰ كُلُواْ مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ وَمَا ظَلَمُونَا وَلَـٰكِن كَانُوۤاْ أَنْفُسَهُمْ يَظْلِمُونَ,"(We divided them into twelve tribes, nations) tribe by tribe: nine tribes and a half towards the East, where the sun rises, beyond China, on the river al-Raml (also called Jordan), and two tribes and a half all over the world; (and We inspired Moses) We commanded Moses, (when his people asked him for water) in the wilderness, (saying: Smite with thy staff) which is with you (the rock! And there gushed forth therefrom) from the rock (twelve springs) rivers, (so that each tribe knew their drinking place) from the river. (And we caused the white cloud to overshadow them) in the wilderness: in the day it protected them from the sun and in the night, it lit for them like a lamp (and sent down for them the manna and the quails) in the wilderness ((saying): Eat of the good things wherewith We have provided you): the manna and the quails. (They wronged Us not) they did not hurt or harm Us because of what they committed, (but they were wont to wrong themselves) to harm and hurt themselves."
وَإِذْ قِيلَ لَهُمُ ٱسْكُنُواْ هَـٰذِهِ ٱلْقَرْيَةَ وَكُلُواْ مِنْهَا حَيْثُ شِئْتُمْ وَقُولُواْ حِطَّةٌ وَٱدْخُلُواْ ٱلْبَابَ سُجَّداً نَّغْفِرْ لَكُمْ خَطِيۤئَاتِكُمْ سَنَزِيدُ ٱلْمُحْسِنِينَ,"(And when it was said unto them: Dwell in this township) the town of Jericho (and eat therefrom whence ye will) and whenever you will, (and say “Repentance”) and say: there is no deity except Allah; it is also said that this means: forgive our sins, (and enter the gate) the gate of Jericho (prostrate; We shall forgive you your sins; We shall increase (reward) for the right doers) in their good works."
فَبَدَّلَ ٱلَّذِينَ ظَلَمُواْ مِنْهُمْ قَوْلاً غَيْرَ ٱلَّذِي قِيلَ لَهُمْ فَأَرْسَلْنَا عَلَيْهِمْ رِجْزاً مِّنَ ٱلسَّمَآءِ بِمَا كَانُواْ يَظْلِمُونَ,"(But those of them who did wrong) the sinning people (changed the word which had been told them for another saying) they were commanded to say "" hittah [there is no deity except Allah; or as in the other meaning: forgive our sins "" ] but instead said "" hintah [wheat] "" , (and We sent down upon them wrath from heaven) We sent upon them the plague from heaven (for their wrong-doing) for changing what they were commanded to say."
وَسْئَلْهُمْ عَنِ ٱلْقَرْيَةِ ٱلَّتِي كَانَتْ حَاضِرَةَ ٱلْبَحْرِ إِذْ يَعْدُونَ فِي ٱلسَّبْتِ إِذْ تَأْتِيهِمْ حِيتَانُهُمْ يَوْمَ سَبْتِهِمْ شُرَّعاً وَيَوْمَ لاَ يَسْبِتُونَ لاَ تَأْتِيهِمْ كَذَلِكَ نَبْلُوهُم بِمَا كَانُوا يَفْسُقُونَ,"(Ask them) the Jews, O Muhammad (of the township) about the story of the township called Aylah (that was by the sea, how they did break the Sabbath) they used to transgress on the Sabbath by taking the fish, (how their big fish came unto them visibly) scores and scores of them, from deep inside up to the shore (upon their Sabbath day and on a day when they did not keep Sabbath came they not unto them. Thus did We try them) test them (for that they were evil-livers) transgressors."
وَإِذْ قَالَتْ أُمَّةٌ مِّنْهُمْ لِمَ تَعِظُونَ قَوْماً ٱللَّهُ مُهْلِكُهُمْ أَوْ مُعَذِّبُهُمْ عَذَاباً شَدِيداً قَالُواْ مَعْذِرَةً إِلَىٰ رَبِّكُمْ وَلَعَلَّهُمْ يَتَّقُونَ,"(And when a community) a group (among them said: Why preach ye to a folk whom Allah is about to destroy) by turning them into animals (and punish with an awful doom) with the Fire, (they said: In order to be free from guilt before your Lord) in order to have an argument before your Lord, (and that haply they may ward off (evil)) ward off taking the fish on the Sabbath. These were three people who used to catch fish on the Sabbath and encouraged others to do so too. There was another group of people who did not catch fish on the Sabbath but did not warn others against doing so. And lastly there was another group of people who did not catch the fish on the Sabbath and warned others against doing so. Allah turned those who caught fish on the Sabbath and enjoined others to do so into animals and spared the others."
فَلَماَّ نَسُواْ مَا ذُكِّرُواْ بِهِ أَنجَيْنَا ٱلَّذِينَ يَنْهَوْنَ عَنِ ٱلسُوۤءِ وَأَخَذْنَا ٱلَّذِينَ ظَلَمُواْ بِعَذَابٍ بَئِيسٍ بِمَا كَانُواْ يَفْسُقُونَ,"(And when they forgot that whereof they had been reminded) and when they left what they were commanded to do, (We rescued those who forbade wrong) i.e. catching fish on the Sabbath, (and visited those who did wrong) by catching fish on the Sabbath (with dreadful) a severe (punishment because they were evil-livers) because they were transgressors."
